a_y,a_z,a_x,i_y,i_z,i_x,u_y,u_z,u_x
0.5070294545,0.2972658485,0.2652192048,0.2380193857,0.9008522184,0.1056144375,0.3183094617,0.2539477825,0.5620378358
0.6995141465,0.2101812496,0.3218305888,0.152254463,1.0139960606,0.0847450606,0.1465711441,0.4270624556,0.5876201884
0.6584641272,0.2042994702,0.2309509778,0.174201055,0.8196402511,0.2542893082,0.1865304073,0.4199036298,0.5412636942
0.5955578396,0.2687585859,0.3425583737,0.1614973318,0.928925907,0.1712844798,0.1365469141,0.4447597793,0.5536476464
0.6809887578,0.1753417599,0.3349384399,0.3376183612,0.8088203354,0.0970254911,0.3444459353,0.2959754725,0.5029984108
0.5576232396,0.3030581206,0.3471220051,0.1438021246,0.9774127374,0.0865404476,0.2685504743,0.4210554264,0.4575795217
0.5937051219,0.210391336,0.384486233,0.3740809239,0.7568095204,0.1032488934,0.355848287,0.2912183458,0.4517652144
0.6210559749,0.2616234777,0.3021929136,0.2103813279,0.9309028561,0.0658428718,0.1996685598,0.4190667924,0.531575824
0.5969144732,0.2085898933,0.3695009535,0.2753488524,0.8532263532,0.1151057997,0.2819820941,0.2540391322,0.6475083473
0.6742784576,0.197516888,0.3076490888,0.3008042767,0.7827754181,0.1248455021,0.2428325175,0.373654132,0.5640558066
0.552258094,0.2484713903,0.3255758763,0.2658383618,0.8753154727,0.101293817,0.2561224718,0.3193782974,0.5595388075
0.6395797273,0.2043425262,0.3207176784,0.2795207319,0.8629505553,0.112135703,0.3349706957,0.2927019993,0.520472227
0.4598131141,0.3283518569,0.3551338599,0.1262738758,1.0468978346,0.1245644933,0.2353570979,0.3645181841,0.5489059016
0.6735727367,0.1760913086,0.3541384103,0.2381662369,0.9048917532,0.112605431,0.3635055416,0.4085988798,0.3622079041
0.6874211966,0.2072370209,0.2824275196,0.1876875698,0.9256575988,0.1366467027,0.2143349958,0.37931873,0.582772437
0.6571908172,0.1343070986,0.3536528503,0.1994271272,0.9527522956,0.1125416181,0.1635513989,0.4429906126,0.4894258623
0.6643973467,0.1734016208,0.3699766856,0.237527162,0.903467098,0.1078391598,0.3273528952,0.229022016,0.5588984622
0.6031777899,0.2247535407,0.2905839639,0.2495139136,0.7987354199,0.1208811234,0.2936702191,0.3196622086,0.6035652801
0.6626099361,0.2266122387,0.2577892702,0.3148865703,0.8086784861,0.0984637867,0.2882100266,0.2809886192,0.5261139506
0.6691266552,0.186063023,0.2447676598,0.2182687021,0.8956255036,0.0925167823,0.2417132838,0.3763669576,0.5530210659
0.5474365993,0.3189726639,0.3629698788,0.3295213829,0.833331306,0.1016358963,0.34632961,0.3456823716,0.421713844
0.5941508807,0.2091851109,0.3857136776,0.2027580471,0.9235385607,0.1286860149,0.3116659677,0.3062889111,0.5703136662
0.6267552,0.2381992385,0.3320090103,0.3174689042,0.819928,0.1015414271,0.3510028511,0.3109517834,0.477952174
0.6457662961,0.2112893041,0.2708217382,0.2811545577,0.7481200791,0.1534170629,0.3400857148,0.2055023462,0.6537505778
0.612287005,0.2593431468,0.2890264323,0.2246762955,0.9144762342,0.1202379133,0.2108023338,0.3691728963,0.5736770525
0.6910089943,0.1904857507,0.2985453247,0.2929398198,0.8563109021,0.0800918436,0.3193207909,0.3237532286,0.509312536
0.7196501155,0.2146960173,0.3475708885,0.3352208969,0.7679482925,0.0915512163,0.295227046,0.3215725595,0.5263287946
0.6261149048,0.2303925094,0.3170411588,0.2708155075,0.8963772373,0.0927198652,0.3057794769,0.3365433763,0.5302983517
0.6298900039,0.3004165821,0.285214672,0.2803673824,0.8872218124,0.116245377,0.3410996944,0.4654308103,0.3332722484
0.6745167781,0.219728403,0.2957442658,0.2873943558,0.8470064284,0.1112670046,0.3283442289,0.2825560227,0.5637750927
0.6594788023,0.2126707693,0.3257398935,0.164920565,0.9717639577,0.1456305504,0.2808907166,0.3996761659,0.4213401697
0.5162782675,0.2284053668,0.4187437502,0.2191851606,0.9344983586,0.1017334497,0.2869588861,0.2762604168,0.5464293048
0.5832104378,0.2714031799,0.3305663309,0.2039569915,0.9488695429,0.1013374709,0.2143110488,0.4249358069,0.4969227308
0.6767063899,0.1872858242,0.2936896886,0.2644021241,0.8435617378,0.1343983599,0.2095555148,0.4148465279,0.447729044
0.5889279382,0.2367160256,0.3408666456,0.2747988709,0.8704161941,0.0825392052,0.1889008967,0.4342949561,0.4997604356
0.6541365583,0.1742807413,0.3509702431,0.1853263593,0.9527063833,0.1339466037,0.3104010244,0.306868774,0.534148669
0.6647967216,0.2071328979,0.3486830855,0.2768619732,0.9319742649,0.0717308191,0.3100103727,0.3846555793,0.5233906469
0.7024382509,0.1338000175,0.4201782174,0.2336401563,0.9614672119,0.0993841524,0.2999410863,0.4276647423,0.4452690043
0.5933095258,0.1819561422,0.3768224565,0.3029749588,0.8488741456,0.1147355596,0.3657309612,0.4143123077,0.3890476889
0.6356046831,0.2428900154,0.2958403443,0.1365790971,1.0081692977,0.1251799507,0.1651480031,0.4273257493,0.559350143
0.6952051035,0.1539345211,0.3256342282,0.1533492249,0.9838739136,0.1290484654,0.2264841934,0.5549079932,0.2989770671
0.6403481263,0.2655046273,0.319807336,0.1622399413,0.9158774848,0.0960716836,0.2350274874,0.424428392,0.4887344237
0.6499348457,0.199815315,0.3032928471,0.3020602579,0.8204941431,0.0989326797,0.3365128464,0.2863000943,0.5422176162
0.7092360317,0.1271462025,0.4263873259,0.1948847818,0.991586676,0.1246495186,0.3276271214,0.3694377481,0.4518054629
0.5947905058,0.1629172062,0.413122637,0.3314922485,0.8394746377,0.0771347478,0.342274494,0.2788704424,0.5498132476
0.714084268,0.1920218995,0.31699095,0.2529785045,0.914829196,0.1252785813,0.2503370561,0.3633546472,0.5460336889
0.6071539927,0.2626336593,0.2918790877,0.1912024334,0.9439503295,0.1208532321,0.2689882014,0.3390226095,0.5588989642
0.7025451896,0.1762164655,0.2825678903,0.1960219516,0.9558114223,0.1267910137,0.2065748919,0.4055962584,0.5244839444
0.6218123065,0.2901512807,0.3008689015,0.2139880951,0.9145104191,0.1331566342,0.2613750308,0.4189715738,0.4802351806
0.6698866376,0.2343300813,0.2828005132,0.2369115313,0.8483246369,0.1780638683,0.3886532741,0.2217930121,0.5596794146
0.6434179482,0.1919569048,0.3642175535,0.315473779,0.8713848887,0.1173166457,0.3399738497,0.2438332383,0.595628106
0.6108390675,0.1713213111,0.3886931971,0.2379411613,0.8664382039,0.106871103,0.3109079953,0.2602287959,0.5496865914
0.6387335544,0.1922204972,0.3136158467,0.1755600418,0.9196892611,0.1027742049,0.1899675258,0.4603144716,0.3841685714
0.6809262401,0.1548203547,0.3633068615,0.1846349657,0.9723748141,0.106081402,0.2329797616,0.3385025646,0.5659728384
0.7624525471,0.1709244626,0.3029610798,0.2940615336,0.8673191154,0.1134100583,0.3343291301,0.3414608425,0.4787350848
0.5639211633,0.243118031,0.3998292453,0.1421344307,1.0008323613,0.0991143812,0.3308039309,0.4298660529,0.427917695
0.6225549953,0.1514290882,0.2578771388,0.171523328,0.9232640822,0.1467460681,0.1645831559,0.4816056817,0.4254861875
0.5803863956,0.3073040803,0.2920961582,0.3399330179,0.7982754161,0.1062242415,0.3183093764,0.3518039891,0.5130833668
0.6980516331,0.1901522618,0.2839323761,0.1914514769,0.9483775187,0.1415967686,0.2568558364,0.3338805211,0.5955855347
0.6699605172,0.245277582,0.2692452188,0.1617589114,0.9958944174,0.1275436885,0.1818046186,0.4407342434,0.474771859
0.624014171,0.2048903739,0.2963541327,0.1581408204,0.9987326881,0.0960941172,0.3168697666,0.3752894675,0.4658661131
0.633446133,0.2649154761,0.2549226871,0.3133088334,0.8612714146,0.0961839783,0.3229773492,0.160839741,0.6975109246
0.5355248532,0.2198250588,0.4404439696,0.2264168571,0.86639237,0.1555661177,0.3046762004,0.2088582214,0.6237936269
0.6725890622,0.2127549209,0.2930870895,0.1961654444,0.941855257,0.1094440695,0.2689979499,0.2425507139,0.6060803351
0.4759996372,0.3907904532,0.322257141,0.2679472306,0.8859629032,0.1358442698,0.2334059635,0.3523807013,0.5825528227
0.582700939,0.1890917644,0.4088477367,0.201188843,0.9502346642,0.086044783,0.3557668658,0.2206062564,0.5742016187
0.4976374902,0.3698233701,0.3193279233,0.2828774502,0.8996398833,0.0850697399,0.2135268201,0.4784196016,0.4146395608
0.6703652438,0.2149542078,0.3618565357,0.1527765932,1.0354431318,0.0726898164,0.2049726002,0.3712052604,0.5439229004
0.7103653635,0.1674397727,0.3009727096,0.3086858222,0.8859226316,0.1200370854,0.3838015165,0.2708651174,0.5077046957
0.4705474368,0.2928461419,0.401291771,0.2145918876,0.9447199595,0.1288589661,0.2046469256,0.4341102075,0.5087825904
0.6055579683,0.2120096998,0.4086198819,0.1470664589,0.9991911541,0.1030336747,0.1811253836,0.3977581257,0.5827340788
0.6454444775,0.273239728,0.2678740975,0.2867368571,0.8921154271,0.0982618537,0.2955396209,0.3035142463,0.52496454
0.6150310881,0.2151914199,0.352707885,0.1861944837,0.935625121,0.0928553408,0.291008911,0.2851480073,0.5542813601
0.6729521716,0.2034828846,0.3588083807,0.164967791,0.9445305986,0.1528282316,0.1452273927,0.426555549,0.5651819856
0.655742573,0.1742677605,0.3336863178,0.1775870969,0.95915105,0.1420960223,0.153723584,0.4569216228,0.5255590451
0.7420664519,0.171537285,0.3047765906,0.0253655036,1.158338669,0.1482779253,0.1490602753,0.6181612834,0.4579525364
0.6215891213,0.2676099965,0.2408694638,0.1547967443,0.9432447457,0.150365665,0.2220936775,0.4012524006,0.503916659
0.5724427976,0.2231781646,0.3758163897,0.1380987834,1.0029090121,0.1447138753,0.2913286504,0.2388657752,0.6503532493
0.5649298385,0.2340965537,0.4171091204,0.2316979708,0.924431809,0.1195858102,0.3014508717,0.3591165652,0.4710816233
0.6334736535,0.2124214369,0.3401787412,0.2179623479,0.8725013601,0.0902210738,0.1703467363,0.4863194364,0.4810782748
0.5606652055,0.30840684,0.2802654408,0.1670365113,0.9620824618,0.1126478202,0.2338431735,0.3582580103,0.5206068362
0.6440653885,0.1765172854,0.3633026531,0.2289709437,0.8972011443,0.0877281788,0.3008729124,0.3262178315,0.4951728794
0.6330322698,0.2040301892,0.2819015282,0.2298446145,0.8713645622,0.1253729146,0.1896558942,0.393067097,0.5683162885
0.5808149696,0.2460515307,0.2891519244,0.3009982179,0.7987564508,0.1128019569,0.3276237046,0.322294201,0.4777947939
0.6571987427,0.2451701695,0.2364700566,0.166011947,0.9446908538,0.1463742439,0.1916703017,0.3761959401,0.6079828382
0.6338458685,0.2325942945,0.3170414757,0.1946333634,0.8875911464,0.1171733504,0.2057120168,0.4280626947,0.4967436672
0.6516346514,0.1032747847,0.3791000087,0.2466407521,0.9098692787,0.0640055769,0.240463514,0.3219922248,0.544311806
0.6543937873,0.2293637571,0.2930919863,0.239802161,0.9258583298,0.0788822715,0.2723464945,0.3734250679,0.5596838465
0.6032623917,0.2423891346,0.3181876858,0.3501074243,0.7829536444,0.0875430962,0.2001441224,0.3740075865,0.5734526954
0.6699401106,0.1949480712,0.1769783973,0.1866091458,0.955472321,0.1231885353,0.2556753281,0.3240205212,0.5275644015
0.5873771653,0.0865832183,0.4392532083,0.2221665002,0.9415345741,0.1206751001,0.3582605366,0.2653217974,0.5081269804
0.570962678,0.3257974051,0.3728665829,0.1011784269,1.0123907902,0.1818391065,0.1290793261,0.6366355425,0.3949369501
0.6666425034,0.2122679675,0.3016512256,0.357895185,0.7507476209,0.1143230938,0.3197129623,0.3228976957,0.5242024062
0.6275046449,0.2378648747,0.3022910127,0.179644218,0.904994761,0.1111385406,0.235948284,0.3708514423,0.5237850038
0.6231319013,0.2975050318,0.2952076081,0.2231111191,0.9459878798,0.0908127364,0.3116474451,0.1924874461,0.6848083901
0.6808230859,0.1828891935,0.3376778295,0.2085928095,0.9396314182,0.1328374626,0.2714915005,0.341609591,0.6583118127
0.648071781,0.2104336131,0.2912703091,0.2423015951,0.8707004307,0.1004489162,0.2168039044,0.4047861528,0.4986967285
0.6814540866,0.1415258707,0.3745886463,0.2001479587,0.8322693203,0.1420555522,0.2552565192,0.3266601682,0.5735003408
0.5923948253,0.1938553634,0.435658618,0.2154078679,0.8936934113,0.1396629626,0.196048321,0.4071963309,0.5207644898
0.6830779981,0.2721868446,0.2406248695,0.3807853605,0.7783712137,0.0884091819,0.2395402723,0.4452854063,0.4592552151
