"vowel","u_y","u_z","u_x"
"u",0.206720417443934,0.399696744361402,0.552523973552711
"u",0.41220278725024,0.169169984501373,0.61336967532035
"u",0.286550021520478,0.391900924846306,0.508613418050527
"u",0.312915390296605,0.407862956997306,0.491832820129421
"u",0.311588777589817,0.454013921905788,0.410110925905258
"u",0.210233874074983,0.474974763654289,0.464899219185007
"u",0.27073597028177,0.422397572038339,0.528749110410556
"u",0.260450579171466,0.443916592252921,0.473530856501126
"u",0.326361289282883,0.378109503750979,0.449111493456996
"u",0.073717695940806,0.546076607231159,0.492699439252048
"u",0.257870394296365,0.445489910818363,0.507914789029352
"u",0.281865652316182,0.377428467117786,0.506350870059023
"u",0.281886272900773,0.421390191958883,0.503694805400493
"u",0.334300563168196,0.471152273915132,0.416315002916233
"u",0.268425466262344,0.378404717204143,0.548492684564379
"u",0.186777161866034,0.500904325520304,0.47497333675858
"u",0.25122145090416,0.33898225295444,0.598195517709747
"u",0.28982430792232,0.379636263899638,0.525982527033606
