"u_y","u_z","u_x"
0.3115887776,0.4540139219,0.4101109259
0.2102338741,0.4749747637,0.4648992192
0.2707359703,0.422397572,0.5287491104
0.2604505792,0.4439165923,0.4735308565
0.3263612893,0.3781095038,0.4491114935
0.0737176959,0.5460766072,0.4926994393
0.2578703943,0.4454899108,0.507914789
0.2818656523,0.3774284671,0.5063508701
0.2818862729,0.421390192,0.5036948054
0.3343005632,0.4711522739,0.4163150029
0.2684254663,0.3784047172,0.5484926846
0.1867771619,0.5009043255,0.4749733368
0.2512214509,0.338982253,0.5981955177
0.2898243079,0.3796362639,0.525982527
0.2418547561,0.4128261307,0.4296231457
0.3495443056,0.2355251061,0.547473437
0.1800550833,0.4315944463,0.5242887144
0.2774152812,0.3068292597,0.4907731409
0.1345814677,0.4703123385,0.5598927129
0.1947859146,0.3442235086,0.6171237739
0.2935456886,0.3031550099,0.5758226354
0.2517325288,0.3263895808,0.5984648738
0.1945576525,0.4371291385,0.5354074191
0.2025692061,0.4192218505,0.5430149332
0.2338393102,0.3892512171,0.5091254445
0.2666750649,0.3126586756,0.501745719
0.1546618904,0.4667600883,0.4935624063
0.2010561192,0.3281777299,0.5789031987
0.3249695365,0.2788161629,0.478213098
0.2846922254,0.3150993305,0.5203028874
0.3545747722,0.5175726459,0.2908971005
0.1965984377,0.4251068601,0.4652214684
0.1636979195,0.4598724727,0.5528168535
0.2102881809,0.4420470989,0.4628187972
0.2203678157,0.3511406942,0.5023052022
0.1538436081,0.4851774572,0.4707068479
0.2125097707,0.3896432246,0.5058509774
0.2089302421,0.3762219528,0.5423132059
0.1931865408,0.4148127717,0.5833257958
0.185995358,0.4131821332,0.5511218133
0.2230618826,0.3674545533,0.5352084273
0.2711772001,0.3755378271,0.478685887
0.2285374591,0.3969697375,0.4928311996
0.2645557319,0.30084209,0.5477658796
0.3181978469,0.3180180745,0.4582006443
0.2117183333,0.4238521328,0.578745621
0.277294468,0.2632721783,0.5613819396
0.1975681192,0.4725406659,0.3933728093
0.194008296,0.4021593932,0.5706494911
0.2811871902,0.2278639222,0.6038261769
0.3624592725,0.2765366934,0.5054894359
0.3518232236,0.3285185439,0.4292170738
0.2552949303,0.4003600196,0.4739270065
0.2190059719,0.4445788486,0.4713459302
0.2450343564,0.3989748649,0.5352695496
0.2447806697,0.3649634147,0.5431702366
0.2619294022,0.3397697472,0.5120053789
0.3779101788,0.3811068277,0.3620137251
0.3345176289,0.2952920554,0.5264116658
0.273969941,0.4071070297,0.4344881826
0.2156258075,0.4629916997,0.4441929836
0.2630482047,0.3273613437,0.5730716328
0.2435197508,0.4006278478,0.5505407782
0.1506607836,0.4306387381,0.5492551835
0.2040194825,0.3742597833,0.5890330386
0.2382007163,0.3856300161,0.5346467172
0.1755540783,0.4168154677,0.5462970356
0.2816814712,0.2920875022,0.5219100811
0.1740356649,0.4386675977,0.4908302202
0.2168472865,0.46440745,0.4564895773
0.2297316931,0.4100736468,0.4828926723
0.2585128865,0.3492010854,0.4991021999
0.2316296971,0.3158165509,0.5329231735
0.3054503737,0.3682893142,0.4713124905
0.3963650301,0.3025940444,0.4311901604
0.2235432396,0.4061634959,0.4688163998
0.1890002264,0.4210497506,0.4608380283
0.3227322389,0.3156535241,0.4622003187
0.2805162014,0.281372436,0.5852153644
0.2586967682,0.3936911635,0.5472447666
0.2295792436,0.3999386604,0.5368955169
0.2693479147,0.3334663789,0.5298212654
0.277544243,0.3535389206,0.5293075307
0.2168676868,0.384964042,0.5303138736
0.1643242428,0.3719437078,0.6340206186
0.2450388051,0.4183166783,0.4468062863
0.231963323,0.3650425381,0.5372344053
0.2362759178,0.3482310479,0.5407320894
0.1969653122,0.4408185757,0.4758819145
0.3219195161,0.3946592966,0.457711699
0.2074786228,0.4146161897,0.4236256623
0.1809181607,0.5292206117,0.3435684658
0.3631820016,0.2462030451,0.5804941953
0.2042304329,0.4876650034,0.4483973741
0.1944044976,0.4494261073,0.4470097969
0.2183464337,0.3500387447,0.4913270553
0.4026469772,0.3548191883,0.4736418271
0.2083399479,0.3648738111,0.5084507567
0.1931775706,0.3994379096,0.5389044798
0.2015824234,0.4444562369,0.4450055357
0.1749521824,0.4586251079,0.4747745787
0.2540401311,0.3062408923,0.5637931643
0.2122242847,0.4391218207,0.4827744583
0.3768797966,0.2562025493,0.4751556191
0.2375935953,0.4123793991,0.4925022273
0.2302347447,0.4022844272,0.4915195462
0.216620442,0.4324641392,0.5157740845
0.2550461565,0.3251048157,0.4767555873
0.3060531026,0.2719880454,0.5798335784
0.2161733502,0.3051056334,0.616169385
0.2361153169,0.372727006,0.4998294563
0.2191472497,0.3699745661,0.5540052067
0.1821395217,0.4430729318,0.4649676227
0.2832035129,0.348676285,0.5386768851
0.2212080476,0.4396547043,0.4354472077
0.2550012538,0.3237653428,0.4246787413
0.2747324087,0.318478926,0.5588526988
0.2090866582,0.4588787164,0.4594263707
0.1790686867,0.4260102672,0.545685787
0.3628045669,0.2210957328,0.6377642601
0.2567280359,0.3441616464,0.5351327068
0.3350575289,0.3170448628,0.4639649486
0.2555752131,0.3312567479,0.591555231
0.2061520832,0.3921254603,0.4990661022
0.3181543171,0.3438968514,0.4537680451
0.2146514549,0.4482409344,0.4685820542
0.1827343674,0.4150951893,0.5443217297
0.2233717822,0.4232519574,0.4617315814
0.2376946226,0.4196382408,0.4934635803
0.2472386199,0.5011331995,0.3985616732
0.1952148416,0.413551601,0.5856567402
0.2013925815,0.4607243202,0.4598559833
0.1916607555,0.44605024,0.5305755129
0.2364874926,0.3103330246,0.5816908176
0.2438590144,0.3831512009,0.6020974117
0.2530668423,0.3590612377,0.5506795588
0.2160088941,0.3920914751,0.5254156101
0.221412114,0.343654426,0.5491471387
0.1787101849,0.4412055009,0.5680607195
0.1865375343,0.4199004129,0.5412905272
0.1698320217,0.4573319874,0.5501435593
0.2966576331,0.3031947902,0.5370458489
0.2015661133,0.4684313412,0.4565712393
0.3226059773,0.3254990205,0.4659344982
0.2202585303,0.4171428461,0.5180399668
0.1953711511,0.4246110014,0.5259209089
0.256899615,0.3461371401,0.5614366043
0.2310011191,0.3811309824,0.5278469646
0.3163447497,0.2821603324,0.5170313409
0.1737259198,0.4489530683,0.5371444716
0.2566328147,0.3985617732,0.4577188692
0.2090588045,0.4517170316,0.475013897
0.2331970526,0.4066252944,0.4205769604
0.2570311796,0.3452058411,0.5651598808
0.2986070771,0.3232170931,0.5788548082
0.2891984617,0.3501027412,0.4748794862
0.3549834156,0.2930641735,0.5128425652
0.3432902752,0.3145831256,0.4740920199
0.2205461604,0.3568037002,0.5641234412
0.2908146286,0.314890353,0.4454116792
0.3449846841,0.2280405791,0.6232264649
0.220761072,0.3862966986,0.5628770615
0.2421101898,0.4108607059,0.5116051587
0.2795776511,0.302819766,0.551145392
0.2054819934,0.393298525,0.5516002793
0.3537780418,0.2657428675,0.5077412365
0.2739478715,0.3341104565,0.5696980152
0.2178756523,0.4628248502,0.4304444638
0.2147692624,0.394889245,0.4988070269
0.1717229366,0.4101553002,0.5535376571
0.2326061468,0.4014127844,0.4517907218
0.2244073251,0.446943881,0.3874318006
0.2207281305,0.446351148,0.4586998773
0.2339482966,0.3713545109,0.5208273991
0.2323809041,0.369745451,0.508920826
0.3837014674,0.2593672754,0.4690573328
0.1838925738,0.4686697267,0.4499280227
0.2434945196,0.3117911963,0.5129473973
0.1856856164,0.4351476733,0.5329702387
0.3846270425,0.2881096481,0.4969359482
0.2093890693,0.4141631653,0.4802156441
0.4194531001,0.2887724491,0.5503540119
0.2056743966,0.344493105,0.5192554872
0.2939830077,0.3047789205,0.4873566538
0.2255993273,0.4050498447,0.4879428078
0.2119174031,0.4199107675,0.5270083381
0.3579101441,0.2172282612,0.5518423872
0.3339425114,0.2511706629,0.5597571099
0.2533393367,0.3452695651,0.4822913729
0.2055166229,0.3836873058,0.5381583174
0.2506591635,0.2893032918,0.6061038589
0.3597684017,0.3165302049,0.4710357334
0.1807615618,0.4593994519,0.5546759543
0.202007025,0.4512877299,0.3968861645
0.2354864337,0.3521661589,0.5168926326
0.325066904,0.3385825697,0.5005058211
0.1830332352,0.4650772785,0.4458036893
0.2440271475,0.3880331617,0.5011076033
0.207401317,0.3293424638,0.5344988555
0.2527275594,0.3819943361,0.5023860396
0.2797564687,0.3341737644,0.5301956495
0.2253238167,0.315899082,0.5521128861
0.2556091971,0.3407810966,0.5632435016
0.2498124445,0.421204892,0.4698156915
0.2207404963,0.3664605041,0.5924112161
0.3509027469,0.2706848301,0.2494778421
0.1882280779,0.4190390093,0.4985489634
0.2144651902,0.3238325964,0.6114341001
0.1996035673,0.4330639387,0.543043877
0.2331533409,0.3093116636,0.5301594094
0.2380384529,0.3427759252,0.605461484
0.1902446433,0.4516528638,0.4892246103
0.1334207448,0.4937307953,0.5138124957
0.1990434052,0.4379999228,0.4217730898
0.2913286504,0.2388657752,0.6503532493
0.2723348051,0.3425635362,0.5040608352
0.2073424679,0.4773810189,0.4608894754
0.1984319636,0.4448326492,0.4601937164
0.2235629057,0.4235846651,0.4363016594
0.2567779862,0.3053058088,0.5203386333
0.3324408111,0.3593130701,0.4074414891
0.2069956888,0.4152997288,0.4969801675
0.242273702,0.4057424108,0.4941085621
0.2301440038,0.4072019697,0.5041201032
0.2631545316,0.3374177572,0.6020948432
0.3003819052,0.2921042131,0.5386236764
0.2211403033,0.3959893921,0.4866353449
0.27349571,0.3116855426,0.5481340057
0.1699354095,0.4303158876,0.4935862901
0.3285132214,0.3217636006,0.4973793422
0.2482357973,0.3493262941,0.5120971512
0.2163773773,0.3785776925,0.6007466148
0.1743305606,0.3927573333,0.6561830958
0.2582736243,0.3442206351,0.4795363301
0.1888517174,0.4666640922,0.4690588489
0.2228215423,0.3250660034,0.5277393255
0.277127828,0.3558631603,0.5332583432
0.1848138218,0.3716892574,0.6034451676
0.2202720687,0.4329275081,0.5008750608
0.225203342,0.3373406502,0.6292850218
0.3500517254,0.3110699786,0.4543719662
0.3090616438,0.3612667918,0.4877272085
0.2765382875,0.3319364281,0.5077478627
0.2275211715,0.3774287999,0.5257140543
0.1905322708,0.4353409608,0.5031350228
0.2148363156,0.3888640604,0.5423939123
0.2544683361,0.307365936,0.5313133557
0.1861554344,0.4378850539,0.4939726115
0.3312290543,0.2069788563,0.5949907213
0.2541493254,0.2493300426,0.6697337193
0.2359809628,0.4166735138,0.4843613526
0.2788147094,0.3337470164,0.4771857068
0.2017880456,0.3418234771,0.543659667
0.3252091221,0.3339594264,0.4982801703
0.2320283049,0.4286486285,0.3679152897
0.1608980395,0.4250063217,0.5742064522
0.4398924042,0.231793547,0.6026393708
0.2214810176,0.3969463571,0.5474706048
0.1757790092,0.4096036051,0.542235384
0.230199987,0.4423365674,0.4276799612
0.2241764371,0.3930020297,0.4731562068
0.2696024895,0.3655297455,0.4734457078
0.1966933017,0.4528504116,0.436981347
0.2630730104,0.2960640208,0.519758047
0.2370405335,0.3480095415,0.5608049901
0.2694916519,0.3292984536,0.5399822572
0.2745738717,0.2947380873,0.5591862892
0.2951045654,0.298932592,0.5432774195
0.2610945961,0.3843845614,0.5105196455
0.2654372774,0.3474035614,0.5484500299
0.193167366,0.4209747151,0.4928421974
0.3235057758,0.2849436856,0.4013100703
0.1781281533,0.4179121468,0.542167458
0.2290394956,0.4064837339,0.5056129718
0.2850963966,0.2985032819,0.5821821213
0.2569666211,0.2748705906,0.5771674439
0.306649761,0.5699733618,0.3510248688
0.2271357996,0.4007232296,0.4852009976
0.2561748867,0.4311480545,0.476353826
0.2680228611,0.3633703963,0.4616248894
0.2515780143,0.4370087233,0.4660864808
0.2625344644,0.3752776249,0.5022772497
0.2257093258,0.4216204248,0.5663498342
0.2141691332,0.4013414556,0.5153160971
0.2834303504,0.3158245216,0.5727352358
0.2783900639,0.3432041798,0.5589458985
0.2332835496,0.3853156195,0.5017689449
0.3315690843,0.2091916782,0.6054639245
0.2520803177,0.37906617,0.5091978687
0.2543524367,0.3137635561,0.498599329
0.2461122986,0.4051446727,0.5323061957
0.2152539498,0.4337518368,0.4735560124
0.2461627735,0.3414930881,0.5497653333
0.1926432602,0.4395053473,0.4661508629
0.2620624815,0.3263186039,0.5737401698
0.2077619147,0.4006875842,0.5536769634
0.1661329991,0.3987188436,0.574296849
0.1764944859,0.4158012806,0.5473157546
0.2489562528,0.341861235,0.5367859496
0.2717049923,0.3112449483,0.5729901096
0.2239248884,0.4084139833,0.5126064226
0.211794009,0.4245911326,0.4773924263
0.1896898617,0.385377077,0.5488162868
0.2445424097,0.3639889394,0.609946405
0.2663696854,0.2662275684,0.520161646
0.264756826,0.3234855441,0.5854290956
0.1988000643,0.4422861782,0.5042915797
0.2170343521,0.3929529697,0.4998950077
0.2544581537,0.3615723256,0.4547801606
0.3309164501,0.3361940502,0.4743119244
0.2150096807,0.4256956963,0.5046105838
0.2570661187,0.3959129479,0.4896792329
0.240583401,0.3615106141,0.5560004555
0.2531344794,0.5511028144,0.3328094902
0.2972702729,0.3280169185,0.5108721144
0.2719498717,0.395304205,0.4177085269
0.2239733988,0.3995484175,0.4314390577
0.2592660367,0.2783250398,0.5999734593
0.2376624298,0.398559747,0.5643809055
0.2177279325,0.3118965834,0.6451856704
0.3350611272,0.2350007666,0.5714031954
0.2102089622,0.429455884,0.5401859387
0.3758419412,0.2367442479,0.5451877349
0.2080917545,0.3915322597,0.5328335338
0.1882216385,0.4346032733,0.5501038754
0.2718211664,0.3014388135,0.5383054149
0.2713678164,0.248451931,0.5459650443
0.1587227677,0.452832687,0.569456445
0.2035592092,0.406503291,0.463467978
0.2134898163,0.361012258,0.5309113494
0.211942114,0.3724613952,0.5101971229
0.3227819122,0.2934827706,0.5363366613
0.2532354865,0.360508817,0.5126993585
0.191595932,0.3811104637,0.5471167399
0.2417189945,0.383237814,0.4772749425
0.1974376674,0.4274109968,0.521247743
0.235817122,0.3620941491,0.5089355023
0.3358503515,0.3262324805,0.512896102
0.246832949,0.4010308055,0.5138052599
0.3200991273,0.2420612079,0.6155326821
0.4215091668,0.563244046,0.2727890755
0.2687652274,0.3368376325,0.4822085187
0.2978152912,0.2443037011,0.5901030798
0.2915126144,0.304670332,0.5539099356
0.2089626056,0.3812948883,0.5189879201
0.2906469267,0.3729057844,0.4602508724
0.2748473838,0.3684925078,0.4507118303
0.286829656,0.320862698,0.531951202
0.1864162973,0.4771182239,0.4785210714
0.212432217,0.4042304264,0.4996605979
0.256999359,0.2897648644,0.5274514741
0.206264772,0.4273865304,0.5249172176
0.235123565,0.2993513563,0.5430868929
0.2533031769,0.2966149224,0.5876295421
0.2770160186,0.3674462176,0.4441645826
0.2465644369,0.4105748434,0.4687991091
0.2483563633,0.346335924,0.5546787245
0.176463582,0.4382932222,0.5112230566
0.2323252292,0.4151900831,0.4937919787
0.2640268767,0.3843241586,0.4460558718
0.2483987553,0.3669163785,0.5369018077
0.2141421834,0.4661786019,0.4566504805
0.2442876301,0.3034042838,0.5005569329
0.2376798944,0.3973655399,0.4796441739
0.2577496407,0.3312366117,0.6274530407
0.3150049564,0.3562669606,0.4743681772
0.2369269824,0.3806555892,0.5236082762
0.1858743208,0.3909944185,0.5663852058
0.2119030292,0.4228582877,0.5486064925
0.2424774267,0.4547151032,0.4823717892
0.3669717124,0.1776173107,0.5862050794
0.3284594811,0.37431665,0.4744951594
0.2035747036,0.3939003326,0.5639483388
0.2197450701,0.3959593288,0.6010695233
0.2089279508,0.3350833315,0.6019432585
0.2614406985,0.3657041159,0.4795007017
0.2317706632,0.4353712125,0.4924698578
0.2594255786,0.3014690371,0.4770987128
0.222437147,0.4335416203,0.3946578077
0.2833684986,0.2996993177,0.2534563628
0.2066458086,0.4100986415,0.5569742394
0.2085653762,0.3208971202,0.617551288
0.2449067968,0.3866480098,0.5254889989
0.2199652544,0.393636567,0.5012494806
0.2216938141,0.4372726839,0.427775917
0.2926083901,0.3247009915,0.5198817823
0.2151889197,0.388207072,0.5103787727
0.3183422105,0.3228726096,0.5198941402
0.1687825355,0.429315624,0.4553042685
0.3418319829,0.2255079295,0.5382496484
0.2968171012,0.3643175517,0.4175215401
0.2094043059,0.4060342742,0.5689235539
0.2824598055,0.3269885833,0.5386593802
0.2138241136,0.3719990423,0.5210554905
0.2666714655,0.3573482893,0.5409679591
0.2127565358,0.3508885242,0.5856017266
0.2192614987,0.3432641138,0.5534300531
0.2179133054,0.3721698838,0.5624148686
0.2128537838,0.4009454433,0.4956659398
0.3077851785,0.3435927418,0.5515369629
0.3746980547,0.257071266,0.5692878222
0.2498532354,0.3604734919,0.5567895184
0.2449809492,0.3357440552,0.6098290507
0.2014104399,0.4298799667,0.4728455681
0.1850123522,0.4312109895,0.5298768386
0.2359989983,0.4219951743,0.4830535251
0.2247707226,0.4265395255,0.4565776818
0.211216192,0.3697261846,0.5545183039
0.1713661101,0.4644425281,0.5058803277
0.2598007896,0.3517201938,0.4058636448
0.218342499,0.483224498,0.4256198802
0.2601924118,0.3260066509,0.5544429543
0.1748020392,0.4502445849,0.466211585
0.2660417289,0.3268965008,0.5967632762
0.3479517341,0.3887005139,0.5131039897
0.2004307258,0.420840381,0.4638659134
0.2480995081,0.4230590296,0.4722485933
0.2117961378,0.4213765598,0.5144980384
0.2848494122,0.3071724455,0.5906537107
0.2068822159,0.4356050944,0.458106123
0.311952317,0.2191290437,0.6444073556
0.2627195724,0.2580422663,0.5931764001
0.2206763054,0.4027203131,0.506224595
0.2150208176,0.4472975172,0.4087168692
0.2823024056,0.372392437,0.4944376234
0.2702176638,0.3058146113,0.4770435117
0.1727637632,0.4108778853,0.5327407885
0.247128971,0.3227424874,0.550555467
0.2219250139,0.4400126966,0.4781314374
0.1908298474,0.4764428995,0.4428593197
0.3364759685,0.2640876291,0.5338246472
0.2268190126,0.2583240059,0.6301943759
0.1895389009,0.4407031617,0.461364219
0.165590532,0.4177772094,0.5517758166
0.2246796014,0.351283011,0.5375716912
0.2296664687,0.4225494723,0.5036568056
0.1748674873,0.4558466384,0.4544256651
0.1988969523,0.4294501155,0.545456071
0.2150814402,0.4022178738,0.5179478366
0.281585115,0.3350004186,0.5202570743
0.2840621273,0.296137854,0.5815187439
0.2095038136,0.4274283495,0.4935662382
0.249567307,0.3817773228,0.4745697933
0.3326951752,0.465397396,0.3599866571
0.4482602942,0.4754098475,0.3454336022
0.2453142844,0.324640047,0.6189274691
0.2439767644,0.4209469456,0.4576501059
0.2745781742,0.362942656,0.5066190881
0.2640009393,0.3371918091,0.4766117419
0.1739026425,0.4237671636,0.5054749061
0.3056666859,0.3943999994,0.4782822892
0.318469268,0.3123948404,0.5049652292
0.2872296163,0.3978295359,0.4301204754
0.2917608829,0.4218187347,0.4447435019
0.3263832509,0.3838654713,0.4111292884
0.3227958233,0.4312587018,0.5535199127
0.2480921014,0.2819325702,0.6372586408
0.3182033354,0.4220099949,0.4530659713
0.2989010811,0.3009828034,0.5301478528
0.2679890934,0.4224830627,0.5101784204
0.2200705687,0.4095878353,0.4518769407
0.2588755967,0.4166419434,0.5192956806
0.274944404,0.4247452075,0.4914423639
0.22550922,0.3699640553,0.5575864782
0.3851242156,0.4253936948,0.4384859144
0.3212741733,0.3459695966,0.567406031
0.2484416994,0.3803439287,0.5192696658
0.1726102113,0.3784323599,0.6067411439
0.2704635467,0.3791912345,0.6004383347
0.3174229639,0.3699807692,0.4668210513
0.2799737074,0.3547981154,0.4745599099
0.2712420644,0.3906639241,0.5102437901
0.3053338604,0.4474306464,0.4911416205
0.3218478956,0.3278638064,0.4884283171
0.2140919028,0.4312401487,0.5110705206
0.3294030775,0.3857566412,0.5451704156
0.320157092,0.3216795408,0.4655440257
0.2611841202,0.4330113043,0.4746620525
0.2919984626,0.3545599496,0.5160526728
0.2839093246,0.3444831255,0.5399086576
0.299159403,0.3709943945,0.4687914887
0.2666019486,0.3172882077,0.5638473884
0.2181924508,0.5595111415,0.4128395997
0.2533236145,0.3056721544,0.5220432736
0.3068993169,0.3163342111,0.5188605287
0.3054440481,0.336814066,0.5414338809
0.3252667198,0.3355061163,0.5063421668
0.2356152091,0.2834903925,0.6085111732
0.2579268712,0.3669712833,0.5561770565
0.2197094056,0.4186914362,0.516087416
0.2506495856,0.4693579683,0.4022407908
0.2606127273,0.309067468,0.4987413082
0.2993722492,0.6577617548,0.264899639
0.2629469468,0.3921842502,0.5061616834
0.4137884743,0.4563874209,0.2560858051
0.2853375853,0.3973726076,0.4454379221
0.2848034951,0.2687302834,0.5495616728
0.2860784851,0.4351278066,0.4742772444
0.1851152393,0.4328188724,0.4849266614
0.3671136758,0.3350255197,0.463986233
0.2903452256,0.3532843761,0.5391573515
0.286181228,0.3331192384,0.5170920709
0.3122682259,0.3659360686,0.5262379025
0.2870452801,0.2741441391,0.6071529301
0.2826015717,0.3864599738,0.4315319821
0.2964577065,0.3490633196,0.4871184764
0.3121446852,0.3490581517,0.5097409881
0.2439224013,0.3765725448,0.5411506854
0.190870648,0.3964888326,0.484445662
0.2948388106,0.39210528,0.5133084599
0.3554281847,0.3185082019,0.5476958497
0.328792346,0.3804170386,0.4665152832
0.3532200001,0.3103296756,0.5010856172
0.5381576158,0.5207317445,0.1467815821
0.2415899966,0.3828312003,0.4641431926
0.3582691761,0.3545381263,0.545002539
0.299267354,0.2881449949,0.5867632338
0.4655152627,0.1955917734,0.4125383409
0.2353724779,0.4116072216,0.4275455098
0.2870058474,0.4341193187,0.3482044225
0.2795923251,0.3358866688,0.5954402017
0.2736618393,0.3195587639,0.5952247811
0.3050593963,0.3908617458,0.4767851535
0.2314171943,0.445649938,0.5025823573
0.307423532,0.4375172361,0.3462399337
0.3191587314,0.2892260589,0.5559970217
0.2800177354,0.2925541606,0.545057985
0.2879209055,0.3851734057,0.4948703508
0.3483262309,0.3491736236,0.5340203447
0.1299432088,0.3240626733,0.6455371234
0.3041949047,0.384679531,0.4970668198
0.2658163301,0.3558723868,0.515598016
0.1990004858,0.3957736579,0.5036032706
0.2529598791,0.4178129137,0.4723032593
0.3205970501,0.2962082753,0.5442776989
0.2879382233,0.4387394847,0.4757828432
0.215698384,0.3974761551,0.5548852907
0.2495333327,0.3802861909,0.4642622388
0.2750022543,0.3315989813,0.519205432
0.6586126792,0.265865699,0.2532241656
0.3336264268,0.2972653735,0.5648882486
0.2926903779,0.3156931478,0.4861985726
0.6482437606,0.5030019495,0.1766236252
0.2390715537,0.3123385023,0.5989677076
0.2001818968,0.4164176546,0.5274941096
0.1999510063,0.6237825961,0.3337349649
0.3011635723,0.2916180136,0.5184789854
0.2184238752,0.3983742548,0.5903516138
0.2736932985,0.3665790948,0.5465677004
0.3005284503,0.3581618514,0.4971981603
0.2922257353,0.3486115032,0.615764897
0.1563769757,0.4485690035,0.4743693815
0.2226004317,0.3212049131,0.5483152101
0.314345481,0.3565638784,0.5193100858
0.2684436653,0.396319024,0.4913929992
0.3061660719,0.4021801363,0.4736678358
0.2763841625,0.3314080042,0.496233531
0.1644052586,0.4644626382,0.5200189216
0.327650219,0.3215942036,0.4792386009
0.3303931059,0.352067187,0.5494466346
0.0960794087,0.4536543221,0.6134554759
0.3645395042,0.3066232284,0.502755534
0.2514823689,0.379971755,0.5279671707
0.2974813786,0.3132030419,0.549782674
0.3036083901,0.2884683667,0.5467175669
0.2770745142,0.3574471233,0.548649632
0.2346245092,0.4160077984,0.4748671928
0.3259738632,0.4275266203,0.4776714769
0.3505936578,0.2304219937,0.572273246
0.2971435594,0.3020277768,0.5212915031
0.3320572708,0.3141391715,0.4885313082
0.2289846692,0.425314969,0.5286931703
0.2932439727,0.33186255,0.4979714103
0.1928258038,0.4377848873,0.4980859246
0.2932378604,0.3293274355,0.4893254518
0.166556373,0.4258326797,0.5136230435
0.2949614869,0.3151022274,0.5687256459
0.2705168405,0.4957275678,0.3283905096
0.1429303485,0.4221212709,0.5707473531
0.256420731,0.3661230964,0.5854195572
0.2342712763,0.3360141261,0.5173026881
0.2700257326,0.4502945587,0.4522031493
0.289311648,0.3064100456,0.5274054101
0.1734904375,0.4456062526,0.4701405963
0.2889433016,0.3189628786,0.5555505424
0.1823090429,0.3983163247,0.4928460404
0.287613021,0.3567046995,0.525067414
0.2475283941,0.4003372695,0.5423421176
0.2592901964,0.360906839,0.5693710762
0.2840347549,0.4676115657,0.4048661358
0.2233925686,0.4568270598,0.4551274182
0.3224696986,0.3225869543,0.5261840653
0.3756576444,0.2455909453,0.5374448671
0.2929796525,0.4517353145,0.4286956194
0.3174264075,0.392937177,0.5316827531
0.2747345462,0.3314001756,0.4664327517
0.2925542752,0.2561965481,0.6107413997
0.6170204315,0.5051537247,0.0818379002
0.2919933013,0.3907459615,0.4210081466
0.2648481392,0.3689580137,0.4956849884
0.3146853654,0.3640638734,0.4912305832
0.2776237702,0.4005497551,0.4416300676
0.3193780269,0.3220444297,0.4740782671
0.2708621913,0.3985888223,0.4627726602
0.2884635019,0.4302106334,0.4719533725
0.5202619608,0.5235713772,0.2627517736
0.2343670331,0.4534873376,0.4852909794
0.3621379268,0.2218843102,0.631245612
0.245705447,0.2548999564,0.604899191
0.2908738713,0.4210601324,0.4646400054
0.265131804,0.320078699,0.5860856313
0.1986765916,0.4063793482,0.4569300908
0.4749164358,0.2189930377,0.4661956187
0.2747882229,0.3772612518,0.4501246978
0.262112008,0.4116184378,0.5688886698
0.2286410431,0.40507625,0.5703030665
0.3468856375,0.3134881308,0.4979559538
0.2245413576,0.3295317683,0.5224396286
0.2650698106,0.4009024034,0.4964272237
0.3056596315,0.3290607926,0.5071600089
0.3064111792,0.3739870877,0.4603068399
0.2888170548,0.4098862573,0.474992952
0.2743510524,0.3942595169,0.5496850719
0.2666880959,0.4603102919,0.4970473421
0.3543832871,0.2950907738,0.5388561112
0.2733788949,0.468416429,0.4345851784
0.2282849599,0.434949114,0.5072775108
0.1814397478,0.4425777063,0.3683064327
0.2388021677,0.4526879493,0.5231460922
0.2723500834,0.3916699491,0.49209333
0.2402609787,0.5228022537,0.3967524717
0.3021738152,0.3329985885,0.5068923202
0.2812611045,0.3791406102,0.4731304047
0.2669761532,0.3677591339,0.5078396992
0.2278434972,0.3943040411,0.513135811
0.2980509363,0.3913688564,0.5250698426
0.1201523055,0.4822227104,0.5591725832
0.1557225643,0.4185807552,0.4734453409
0.2449384879,0.3467882757,0.5484355017
0.2892785445,0.3307577643,0.5197831456
0.2675465737,0.3448410353,0.5895183192
0.321446585,0.3051351387,0.447669727
0.3125566828,0.2064576529,0.6432006167
0.1949186097,0.4207387548,0.5531391091
0.2408533159,0.3783733752,0.610081795
0.2160986365,0.318236982,0.6260847097
0.3155712567,0.3113744482,0.5042498952
0.3477616634,0.344184035,0.507972752
0.1747033061,0.4412205114,0.451094028
0.203821531,0.3451412114,0.4893064721
0.2925268061,0.3979592727,0.4460386897
0.224608544,0.4362995751,0.5318151945
0.2875990865,0.3258849591,0.4827367228
0.3180380206,0.3442447546,0.5447861958
0.1502159768,0.4699354209,0.4230469955
0.3575086927,0.39261689,0.4087224402
0.1983661608,0.404810625,0.5710135569
0.2609891852,0.3823508961,0.531983927
0.2644161258,0.3491044854,0.5562086916
0.2823533705,0.358335045,0.5603443281
0.2062765083,0.406814841,0.5351309418
0.3190689001,0.3070955625,0.6141233937
0.1680725787,0.4230393037,0.4960762435
0.3057703652,0.4938362904,0.3442583791
0.2159755263,0.3087277817,0.5808951315
0.2713077818,0.3604363108,0.540388111
0.2718023156,0.3438200886,0.4973912263
0.3483215886,0.3556113167,0.4570355956
0.3161111132,0.3662419121,0.4794812668
0.2134955709,0.42989271,0.3210542444
0.2551041699,0.3529331197,0.4566903908
0.1741287679,0.3487395225,0.6264248067
0.2234123879,0.3937542606,0.4758049927
0.33865315,0.3404926628,0.4539342794
0.1527246712,0.3605546648,0.5818235948
0.2556489413,0.359727771,0.610938243
