"u_y","u_z","u_x"
0.2643566687,0.3293244576,0.5122454165
0.2199652544,0.393636567,0.5012494806
0.1493006368,0.4677100189,0.5508235607
0.3451001122,0.2819813679,0.5579592769
0.3302173516,0.3468929294,0.47146516
0.275523545,0.307848067,0.5261617505
0.1492336251,0.4947343821,0.5145175541
0.3544658029,0.163712463,0.577594878
0.2997144979,0.2725177421,0.502582479
0.2962432456,0.3652245896,0.5003347421
0.3063152768,0.2557189833,0.5844727254
0.2164810171,0.3551245506,0.6154868618
0.2946826784,0.2891413153,0.5767130625
0.2698717036,0.3090746951,0.56620578
0.2514819448,0.3326239998,0.5385856973
0.2411032086,0.3213662383,0.6113784839
0.2544218591,0.241003507,0.6454515147
0.3077851785,0.3435927418,0.5515369629
0.4063521055,0.2220253277,0.5007346203
0.2472046119,0.3414236921,0.5889836766
0.3356455778,0.1643807669,0.7301946377
0.2738705082,0.3580001526,0.4905047871
0.1850123522,0.4312109895,0.5298768386
0.2185240525,0.392272911,0.5013871007
0.333638963,0.4039508006,0.5209965028
0.2028435878,0.4086031608,0.5634720621
0.166338903,0.4543536696,0.5235965571
0.266643688,0.3352107978,0.5007934889
0.2835008485,0.2221935198,0.6434934161
0.2644304361,0.4164902939,0.4848195416
0.1815654113,0.4146000442,0.4685095493
0.3187491336,0.3059707079,0.5745775571
0.2870849364,0.2898538722,0.5949032809
0.2732558425,0.3377697389,0.4898653052
0.1987730487,0.3825078095,0.4856350158
0.2278170219,0.3794857484,0.5466216932
0.3691963651,0.2846811164,0.5248383276
0.1693907116,0.4240331419,0.4848329641
0.311952317,0.2191290437,0.6444073556
0.2122761921,0.3972667544,0.4931249303
0.1987002756,0.4019187347,0.5412500656
0.2113578347,0.4093079016,0.4563342972
0.3289227789,0.2751663309,0.5730599707
0.252553172,0.4125581064,0.5048143435
0.2860244921,0.2221397431,0.6424623063
0.1829013144,0.4462855549,0.483960166
0.291384346,0.5500469796,0.3147701155
0.2577692379,0.4592265321,0.4166878832
0.3519863978,0.4475945634,0.3445968569
0.2268190126,0.2583240059,0.6301943759
0.2225855518,0.3477316183,0.5724265508
0.1804670705,0.4498138906,0.5401419172
0.1656746793,0.438939629,0.5519709176
0.2919096989,0.329364452,0.5321176418
0.1874980549,0.4463602436,0.4749454998
0.3097395909,0.3527416276,0.5144284146
0.1964395942,0.3979120512,0.5394681478
0.3765690046,0.211265781,0.4880676805
0.2099602241,0.2331192072,0.7403467336
0.2744685696,0.3971455737,0.4443281881
0.3131944771,0.3874910842,0.4727416876
0.2654096829,0.4099532955,0.4790134113
0.3912695652,0.5672758125,0.3387843555
0.2502077401,0.3557032043,0.5852155601
0.2499775981,0.4520755299,0.4468590947
0.2911387671,0.376224751,0.5514958288
0.2620744684,0.4288752659,0.4252752658
0.2526893894,0.4074360946,0.4711874276
0.2738726488,0.3589579318,0.4995413807
0.3205886124,0.32088619,0.5307532663
0.2819801724,0.439258377,0.434393016
0.3201360466,0.3717960952,0.4826641663
0.3660130058,0.3482200295,0.4225285656
0.3342323451,0.4135952004,0.5480715433
0.282424061,0.3543962126,0.5561584217
0.3399750081,0.3648623607,0.4735026319
0.2386022626,0.4066647376,0.5159449131
0.413716404,0.5463767503,0.3083508272
0.2456019265,0.3657957626,0.4924000769
0.2724646839,0.4120071608,0.5188912394
0.3027486317,0.3594775006,0.5315446256
0.2265481351,0.3499711307,0.5810185587
0.441651783,0.6908173523,0.1965845223
0.3085022692,0.3960935491,0.5416160383
0.3133205991,0.3757603639,0.4799618704
0.3193723819,0.2681824271,0.6023123112
0.287825329,0.4095341651,0.4737066116
0.3960999071,0.3606830657,0.401308783
0.3475066332,0.3265870862,0.4960135
0.260421823,0.4033604133,0.4786765393
0.2724827282,0.4819350063,0.4774961342
0.3213946798,0.3240705051,0.4924021133
0.3156758716,0.3413714883,0.5566174549
0.3127151399,0.382357025,0.5670314399
0.3288875309,0.3203869918,0.5330422346
0.2996225279,0.414961741,0.4757731269
0.2979370291,0.3768943208,0.5165611501
0.3696384643,0.2937693757,0.5093745276
0.3464525359,0.3739239113,0.4575916883
0.2449720679,0.4076518615,0.4990249877
0.2908547158,0.4115015527,0.5748716081
0.2918651305,0.3212748596,0.4585243112
0.2502727925,0.3619753649,0.5224769185
0.3073704525,0.3891915226,0.4997659982
0.3457594493,0.3980276671,0.4467105984
0.262243562,0.3234236648,0.6104914258
0.2333353188,0.4536771124,0.5404809989
0.3335388898,0.318350136,0.5116024409
0.3067387609,0.4022667866,0.4620601253
0.3294481695,0.3433633267,0.4575813963
0.3463003956,0.363556331,0.529952295
0.2467785301,0.4548244653,0.4594296263
0.2945731572,0.4140843178,0.4353246843
0.3606712589,0.3389403145,0.4863130266
0.3079830032,0.3331310396,0.5331189414
0.311235807,0.4693146794,0.4410483839
0.2561730759,0.3913896172,0.5382446954
0.3590569661,0.3704402159,0.4472267967
0.2929343685,0.3164993022,0.5720138236
0.2614509035,0.3690902103,0.5319090824
0.2588876696,0.3924950252,0.4814616536
0.2668730099,0.362411463,0.5250560762
0.2644189067,0.4135056167,0.4377916131
0.2788892221,0.4035431768,0.4817805461
0.3364179362,0.3299571275,0.5456610185
0.2499012437,0.4223493989,0.5270356698
0.3264474494,0.3680667489,0.4515012586
0.2659930312,0.4969427568,0.4747099161
0.3875196623,0.4195548592,0.4541396205
0.3504614876,0.359736272,0.4710025448
0.33923285,0.3284828364,0.4844481639
0.3343994279,0.2951289865,0.5826816726
0.366326468,0.4001603416,0.4216025155
0.3669461924,0.3316696383,0.5700610271
0.3129741508,0.4259530824,0.4742305954
0.2950523483,0.3537408856,0.4217755044
0.2960231398,0.4097659854,0.4117078639
0.2788959256,0.4883501193,0.3388705639
0.2561631493,0.3902330459,0.5483465356
0.2832467244,0.3736703529,0.5632846645
0.302059176,0.3495186654,0.5173561461
0.3149527607,0.386219088,0.5067151474
0.3070733382,0.4392148473,0.3452096808
0.2967682692,0.3605129581,0.5200135561
0.3351853683,0.3671351446,0.4826735208
0.3088257383,0.4150120718,0.4778217592
0.3444149739,0.3747685139,0.5006367122
0.1167190846,0.4822787096,0.5488651529
0.2785807815,0.4270676816,0.5051228204
0.2885575904,0.3990906988,0.4911724886
0.2556933849,0.3530457837,0.520128418
0.3092521361,0.4097254017,0.4567663767
0.3255278588,0.3274470205,0.5542994974
0.3401337554,0.3808154567,0.4978146275
0.2212241212,0.4384529603,0.4919335104
0.222878018,0.4711343869,0.4501469276
0.2542292703,0.3130870304,0.5938267034
0.8458167721,0.2595743934,0.1715649851
0.3703161016,0.2911846971,0.5666461632
0.3396149857,0.3652352134,0.4877557688
0.5781897963,0.5170350881,0.2308731544
0.2768115437,0.4466268154,0.4472558687
0.2381021027,0.3911517208,0.4979239566
0.7722404401,0.2974689601,0.2642316054
0.2608920404,0.4034470958,0.4181845199
0.272235314,0.3531288624,0.6245163901
0.2778955008,0.3987821765,0.5082810737
0.3460523309,0.3176103586,0.5191621154
0.3310943401,0.3339649508,0.5885988081
0.2138887936,0.4623389667,0.4319902401
0.2484837037,0.3749380688,0.5014179625
0.3573913203,0.3832320516,0.529704463
0.2655885497,0.4153560528,0.4759990184
0.3567440141,0.3444199906,0.4891784313
0.3254377266,0.2961355088,0.4874840731
0.2032562985,0.4335944056,0.5664193421
0.3081873902,0.3908177419,0.3956685961
0.3448530229,0.3845430383,0.5394488676
0.2199097694,0.3380552349,0.614720635
0.4869386089,0.5877293408,0.2026585506
0.2266853313,0.4636779199,0.496825124
0.3095070657,0.3567537014,0.5361706787
0.2938118586,0.4201969883,0.4544167327
0.2736996836,0.3559528586,0.5743602363
0.3676461037,0.5075950909,0.3549137501
0.300287201,0.3900642456,0.4888893308
0.328481608,0.3411894335,0.5462333618
0.2836854197,0.3218121317,0.5344379171
0.3234809476,0.3398321762,0.5005810405
0.3006531144,0.3951809194,0.5257907254
0.3112215706,0.3329889849,0.5531641186
0.3009858348,0.3463733227,0.5426405467
0.2942310721,0.3234360709,0.4854487061
0.1295992231,0.4675889767,0.5188924447
0.2948696958,0.4384606131,0.4775846591
0.2298261827,0.5324354417,0.411108373
0.2580547909,0.3935175116,0.5217143016
0.3033555527,0.3378876824,0.5048074887
0.2745306912,0.3782694345,0.4832940612
0.2742247539,0.4377191939,0.4273650721
0.2783834697,0.3457738635,0.5353657237
0.2147241422,0.4331723959,0.4871908837
0.270137168,0.437271015,0.4527553832
0.2414743502,0.3805672644,0.4727168064
0.2696007569,0.4054147606,0.5089901949
0.2631665961,0.4438648255,0.4835089974
0.2578034019,0.4371334008,0.5102556172
0.3151721236,0.4450427157,0.416740305
0.2782945613,0.4266644088,0.4815577797
0.3300145324,0.4023478094,0.4657088801
0.3234072445,0.3341342359,0.5192909606
0.396950193,0.3181770887,0.4022206237
0.2865032263,0.4683800553,0.4578296124
0.3111272821,0.3578373136,0.4536708382
0.2703875245,0.2038393525,0.7021831116
0.5704400289,0.4353086882,0.2069441357
0.3227565809,0.3588010075,0.4340035289
0.2947205099,0.3449654422,0.5170271651
0.277433417,0.3693130252,0.5145440088
0.2658614781,0.4510595648,0.4851494441
0.3579140083,0.2837578609,0.5085882634
0.3857929476,0.6905994865,0.2552929652
0.2249136862,0.4364702315,0.4889321475
0.3451262516,0.509096222,0.347257632
0.2606972082,0.4267731086,0.5088550167
0.4345890669,0.2176834418,0.5530807413
0.2779206695,0.3230527473,0.5631994601
0.3470432462,0.3897304275,0.5111937746
0.3826182697,0.6053747306,0.3359767081
0.3741065801,0.5109083918,0.344414601
0.1949395575,0.4981676819,0.4744267789
0.3050075812,0.3868452449,0.439554637
0.2284563484,0.4450552539,0.5680715219
0.3010197287,0.3668174909,0.5528998465
0.3565866941,0.3108690944,0.4886856659
0.2441228854,0.4125639686,0.5402372017
0.324511768,0.3490312988,0.4866046089
0.2765693476,0.400486117,0.4724806006
0.3416954174,0.3314397199,0.5347598648
0.335614868,0.3855526739,0.4644961923
0.285062216,0.4244630276,0.4763005455
0.3428778462,0.4184314343,0.4968747655
0.3469605933,0.3188951358,0.5288057457
0.2822205216,0.5013015355,0.4206029031
0.2196808029,0.4246450456,0.5297734861
0.1792198573,0.4197911808,0.4237568871
0.2463468355,0.4773263134,0.4678001926
0.3318786631,0.3831739693,0.4609554072
0.282938082,0.5131301335,0.3586681311
0.3896228158,0.2413503234,0.5664375854
0.2682217419,0.3884931032,0.4896870728
0.3033083855,0.3145613558,0.550238926
0.2488789081,0.4210351173,0.4888332747
0.2748339024,0.4676776552,0.4795415488
0.3055881231,0.3682797,0.5389289106
0.2827480621,0.3609994552,0.5098864942
0.2436492421,0.4092408285,0.4938552393
0.2719857453,0.3629036535,0.5310561989
0.2356536135,0.4528507296,0.5173715927
0.2744702471,0.359263165,0.620678932
0.3126482494,0.3257759066,0.5475085179
0.3047640478,0.361130629,0.5262238908
0.2465947628,0.5164600591,0.5180357605
0.2781556982,0.326052739,0.5819317615
0.3503382961,0.3334431609,0.5684174698
0.3251333271,0.3907119184,0.5648732725
0.1965778214,0.4782683451,0.5192717323
0.1927340859,0.4370743984,0.461356993
0.2925268061,0.3979592727,0.4460386897
0.2557305759,0.4471265024,0.4755122973
0.2980051574,0.3651109582,0.4282083335
0.288617658,0.4390030818,0.4531786825
0.2432770211,0.3288459897,0.5007643666
0.358746776,0.3840359653,0.4350967682
0.2487613358,0.3726498356,0.5277630127
0.2882748443,0.3890798129,0.5203035892
0.2655186924,0.382666537,0.5321033651
0.3163337976,0.3508903218,0.5281684918
0.2677296652,0.3574716614,0.5340480355
0.3583973839,0.3803441689,0.5441849147
0.1903917594,0.4730675668,0.4358950841
0.2820450916,0.4005586456,0.4491869964
0.2549358635,0.3925804205,0.5241070259
0.3334148056,0.3637727709,0.528808141
0.2651654183,0.4468151828,0.4305885487
0.3571990543,0.3649392519,0.4999840241
0.3270256102,0.3915592271,0.4587485267
0.250195705,0.4454047956,0.5267341193
0.2558595679,0.3430694163,0.4881483696
0.2504892131,0.4068498538,0.4729852439
0.3111327801,0.3587393007,0.456303551
0.3071047603,0.3683759621,0.4362851716
0.2805601118,0.2472648044,0.6053107339
0.2985191322,0.363811688,0.5703436342
0.2739094962,0.4276387589,0.420328461
0.2750361743,0.3735886582,0.575735639
0.2984092721,0.4028372473,0.4979101751
0.2307322723,0.3805700213,0.5369948604
0.2490334321,0.4294672697,0.5165576564
0.4138666765,0.2995170404,0.5067337209
0.243232799,0.433448308,0.4645745634
0.2067204174,0.3996967444,0.5525239736
0.4122027873,0.1691699845,0.6133696753
0.2865500215,0.3919009248,0.5086134181
0.3129153903,0.407862957,0.4918328201
