"i_y","i_z","i_x"
0.2216836897,0.8941649834,0.1156303127
0.2447467945,0.9367398267,0.110922808
0.2050308255,1.0098079389,0.1257210814
0.326336314,0.8399273943,0.0985943322
0.1361681771,0.9146667186,0.1197114641
0.1775345613,1.0171845371,0.121480524
0.287422841,0.8223309281,0.1269970266
0.2623404009,0.90145892,0.0954152577
0.2469963607,0.9205263548,0.1235480578
0.2328864681,0.9135267697,0.0770383984
0.1858213921,1.0419245882,0.0987512844
0.222656249,0.9072230701,0.1257524628
0.1811062711,0.9137633731,0.1577621154
0.2381991749,0.7710872083,0.0813613799
0.2053473848,0.9353500489,0.0890737574
0.1426574984,0.9921019017,0.1124345203
0.2743864388,0.7493639841,0.0502449312
0.1516317158,0.9819408265,0.0854438317
0.1385135329,0.984437531,0.071772988
0.2909592053,0.8057129789,0.1138529238
0.2342287854,0.9138600468,0.1031231135
0.2004318811,0.8375302807,0.1495729644
0.1777174447,0.9616237036,0.086443072
0.200973828,0.8739238061,0.1176854252
0.1762571523,0.9352054454,0.0827553282
0.1447014109,0.9740021038,0.1025110284
0.3280402898,0.8485017325,0.0823181583
0.2618683409,0.8615117474,0.0897179417
0.2113872899,0.8375678658,0.1187717899
0.1924340569,0.8862687233,0.0902908854
0.1879203636,0.9436097907,0.1220689834
0.1864256836,0.9439739555,0.0918005973
0.1678248758,0.9408429824,0.0863549564
0.217531212,0.9471584804,0.0609022763
0.1428688326,0.9929339877,0.0874707474
0.1605745721,0.9813721497,0.0715898733
0.167856337,0.9797261456,0.1026527485
0.1753358755,0.976930516,0.1024894215
0.169120955,0.7053858404,0.2620350392
0.2249225783,0.8541814792,0.1353267764
0.2796580987,0.7346040061,0.1463786266
0.1880465952,0.7562893683,0.2526740913
0.3582355166,0.7801606472,0.0637438597
0.4298172877,0.6889780145,0.0951647582
0.2413772325,0.8986562507,0.0979629918
0.36784953,0.6930814078,0.1145173987
0.2046479293,0.8882819318,0.1116222668
0.1620542183,0.9641316202,0.1206738381
0.2288289254,0.8525478215,0.1281055176
0.3445224758,0.6424635885,0.1674313222
0.296443058,0.5676401377,0.27471197
0.2202859768,0.9502920552,0.0850776235
0.1997958878,0.8921196867,0.0838941319
0.2665360523,0.8520831978,0.0950402687
0.1897626461,0.9140305358,0.1376084386
0.2909278358,0.8379598568,0.1013751542
0.213077789,0.6888205041,0.2354886137
0.283768476,0.8247624811,0.0588332842
0.2410886453,0.8121617294,0.1041747583
0.1888216951,0.9653375326,0.0902579926
0.2050308452,0.9017606702,0.0841412362
0.205118015,0.7884594379,0.1363256887
0.1584836798,0.9874447403,0.1108685234
0.2180969286,0.8845031403,0.0918571141
0.2217352547,0.8548559241,0.1206263462
0.1824588557,0.9165558446,0.1127087543
0.2352753753,0.846616355,0.0662111518
0.1639190854,0.9537457601,0.0652563988
0.2084552922,0.8876835364,0.0735341453
0.1866814867,0.9021999965,0.1337236961
0.2355481014,0.8081325986,0.1175424752
0.2305697191,0.828354721,0.108797991
0.3750974383,0.7577322317,0.0847350295
0.30756483,0.8060747053,0.0732954035
0.2148557647,0.909586398,0.1251233431
0.1585053752,0.9342699272,0.1089906086
0.3583216376,0.8675920817,0.0854563977
0.2922825332,0.8299639293,0.0980954525
0.2150885992,0.9033414071,0.0776352066
0.232865204,0.867870848,0.1089805735
0.2359417141,0.851742932,0.0738917806
0.2435200662,0.9249589929,0.0804735316
0.2430297336,0.887304611,0.0998954755
0.1482066553,1.0041095362,0.0703082397
0.1709727166,0.926998078,0.1172902561
0.1562043999,0.9631590818,0.1136539903
0.226687322,0.8406103054,0.0976423947
0.1835483294,0.9086745394,0.1176199909
0.3155273319,0.821296307,0.08020922
0.1877599294,0.8796568705,0.1386241629
0.1712790426,0.9431360173,0.0910547787
0.2866584693,0.8212328917,0.1170695133
0.2045288681,0.8908402409,0.121149038
0.1979623308,0.7811991592,0.1562796618
0.2054217446,0.9092051043,0.0851620539
0.2694732656,0.8501078865,0.090512036
0.1941198388,0.9143908555,0.1157756524
0.1568162387,0.9681293514,0.092543792
0.1800338489,0.8338621238,0.1475351584
0.1712149641,0.8768026733,0.1238826302
0.2231257557,0.8931127716,0.096892022
0.228734505,0.9033159033,0.0895059622
0.2266812623,0.8477565434,0.1141204913
0.2509298009,0.8104631647,0.1085345307
0.2040783031,0.8713840842,0.1075058651
0.1960702212,0.8866742056,0.0584793636
0.2227747378,0.8255399506,0.0792663507
0.3299598441,0.817449102,0.0985358291
0.1920474981,0.8967600966,0.1136735565
0.2570512671,0.8757384312,0.1002290418
0.2222979936,0.8220973603,0.1565159338
0.1638428521,0.8754740355,0.156318425
0.3010294848,0.8187519964,0.0765929046
0.2017507131,0.877027734,0.094349948
0.2601041758,0.7756208873,0.1070760185
0.1725621481,0.9671224405,0.1251085944
0.209245371,0.8376901169,0.1526190939
0.1727220474,0.9216235372,0.1206042687
0.3510463671,0.8041548328,0.0957643366
0.3742450092,0.7479532459,0.0964411544
0.2758071393,0.820279614,0.1143608155
0.2426308885,0.9037698584,0.0733728147
0.2461508165,0.8349050481,0.1063161438
0.4025825652,0.678149194,0.0948456919
0.2223271718,0.8638135295,0.0965011452
0.2910906255,0.8805244851,0.0782617021
0.2539711748,0.8413213848,0.0909023654
0.2643000542,0.6950751035,0.181701844
0.1855759562,0.9505246597,0.0904349884
0.2066217844,0.9341312154,0.0959199636
0.1812006594,0.9457984607,0.059518596
0.3610066016,0.7705692787,0.0915212102
0.2452044224,0.7516737292,0.1437020782
0.2188110185,0.9339270247,0.0798603704
0.2252173086,0.8896132383,0.116323344
0.1743106722,0.9073855719,0.0991935959
0.245534001,0.883146254,0.0963081717
0.1743526568,0.9136567079,0.1181507065
0.2244434808,0.6708238087,0.2811734314
0.1661576944,0.8879136045,0.1010548108
0.3376183612,0.8088203354,0.0970254911
0.1793312971,0.8804538324,0.0683596286
0.3667105578,0.7071812579,0.1084981927
0.2081114266,0.91247745,0.0605688947
0.2622470092,0.6659031999,0.1929346428
0.4099535292,0.6876474107,0.1021067612
0.2064116154,0.8975732852,0.0827425377
0.2656228768,0.856915973,0.1116088246
0.1389816207,1.0202935837,0.1086170661
0.219874517,0.9118679521,0.100049171
0.214460678,0.8826890549,0.0925799463
0.2272082292,0.8334919862,0.157802207
0.224566539,0.8657162207,0.0697438508
0.2802631768,0.78946584,0.1067047327
0.3724850129,0.6959036515,0.093275429
0.2690235496,0.7444731959,0.0967409217
0.2903045391,0.8609263886,0.094080031
0.1970293847,0.9073755259,0.1138773992
0.2912489509,0.723839632,0.1057983374
0.2052806187,0.8412459473,0.1452379849
0.2106706913,0.9213393843,0.1210431903
0.2368985564,0.7457100358,0.1545772997
0.2715879806,0.7445796773,0.0845138263
0.2049524524,0.914482918,0.0635120178
0.3175617753,0.828357777,0.1140126553
0.2673112833,0.6924105159,0.192993098
0.1973155902,0.6818678433,0.2241464374
0.239254568,0.8172199414,0.1124554036
0.214743684,0.9045251808,0.1086208177
0.2425999787,0.6271463351,0.2355662017
0.184035468,0.8865944781,0.0885356018
0.2123662685,0.8895574105,0.1031110168
0.2056541086,0.913789931,0.0850991117
0.2336401563,0.9614672119,0.0993841524
0.2267832127,0.8435057995,0.1106508214
0.1808505612,0.9094105016,0.1296329707
0.2165015027,0.8627976939,0.0967661202
0.2385081303,0.8494927992,0.0809022667
0.2450039577,0.6876503698,0.1818554479
0.2139483689,0.8806494083,0.0898846659
0.2363745493,0.8893875304,0.0780402072
0.2154073947,0.8655550516,0.1127088686
0.2874751061,0.7679191024,0.0735139171
0.1944490124,0.6805722173,0.2832541514
0.2355546254,0.8699280919,0.1101394858
0.259155282,0.8426031529,0.1103120216
0.2757619118,0.8739500048,0.1269578917
0.2229634905,0.8319761051,0.0926817676
0.1987142239,0.888406161,0.0821783363
0.1588133386,0.9860091973,0.1107427489
0.3210277356,0.8219002006,0.0953845181
0.209343712,0.8899566456,0.100367852
0.2015043543,0.8276360827,0.1646498508
0.2468950707,0.8505303506,0.1019072782
0.1989817418,0.817893959,0.1489468487
0.1779546167,0.886149794,0.1645480042
0.1751202232,0.9493900796,0.0285383502
0.2462399685,0.8484220406,0.1026065208
0.2070693087,0.8086463686,0.1419412561
0.2397633921,0.8729371543,0.0971342656
0.2095773053,0.8218000366,0.1864381973
0.1687988391,0.9649764995,0.0824492552
0.2900489772,0.8532351269,0.0871944439
0.2196811789,0.9069668034,0.0659473512
0.2634232419,0.8045260802,0.1302066104
0.1460005655,0.9277839594,0.1228509087
0.2059480576,0.8457063091,0.0875611632
0.2182579658,0.944428547,0.0951499053
0.2448750296,0.7541655678,0.108384514
0.2017471749,0.7109090223,0.2292977509
0.1936751312,0.7976209191,0.1866654036
0.1318410437,1.0058787647,0.1331481798
0.1939914733,0.8902185094,0.1268107513
0.1380987834,1.0029090121,0.1447138753
0.2685544773,0.8253119256,0.0908773563
0.1984141256,0.8161762143,0.1153293393
0.2013316985,0.8790986666,0.0854150188
0.2137367328,0.8657680722,0.068935888
0.2686024468,0.7707933164,0.121930925
0.3518230427,0.7454240567,0.1228982646
0.194594155,0.8880063744,0.1369898208
0.1946333634,0.8875911464,0.1171733504
0.1869701215,0.674139277,0.2755665695
0.1729394295,0.7852777587,0.2195341343
0.3189616572,0.6120220832,0.1861813923
0.2037904574,0.901376594,0.1187689876
0.2337059741,0.9191918381,0.089248906
0.1296028135,0.9727311728,0.1566280034
0.3579146805,0.7259809927,0.0870864448
0.2083630164,0.8649943697,0.1013643445
0.2235838164,0.907414305,0.0970305238
0.2377824992,0.872834435,0.1415375072
0.2358855346,0.7491124273,0.1795961854
0.1923766735,0.8754784172,0.0593055281
0.2168468421,0.8570647094,0.1372998246
0.2671187059,0.732707023,0.2294629006
0.1644184398,0.9131660483,0.1115366691
0.2494907292,0.8072244807,0.0947680918
0.2238334118,0.865724124,0.0908162266
0.3457785349,0.6787400061,0.117338695
0.3578812568,0.78603118,0.093639553
0.2801363294,0.7718155051,0.1516084299
0.2124486503,0.8993707719,0.1176466402
0.1891014129,0.932308161,0.0886958225
0.3175553609,0.7503712028,0.1236625785
0.2685785933,0.7370959202,0.1229828427
0.1790866191,0.8997324584,0.0798736105
0.2920928648,0.7440020627,0.1228113333
0.2233898016,0.8396008548,0.0995020118
0.20941243,0.8665879467,0.1340319636
0.2153653964,0.8252549701,0.1464721793
0.1919009477,0.8924030687,0.0927642908
0.1663409142,0.8516632915,0.1910255688
0.2131812178,0.7336895706,0.1960160553
0.1919756988,0.9274464004,0.0804604316
0.3078727932,0.5372107633,0.264391863
0.1536274685,0.965920211,0.1040401775
0.150308478,0.9951216929,0.1016335801
0.2368156749,0.8088511868,0.1042346587
0.2035202386,0.8777173097,0.1069120751
0.2822765291,0.7956715087,0.1196267681
0.2014959082,0.9226546377,0.1002268777
0.2144933606,0.8827021453,0.1167380609
0.2523126072,0.8769703501,0.0992770656
0.1518704492,1.0249067021,0.1048673595
0.3262120159,0.7845824937,0.0723496397
0.4106848385,0.7057439178,0.0851067649
0.2455680528,0.8392568163,0.0742820455
0.2153117638,0.9204310487,0.1274260213
0.168356543,0.9286754639,0.1340616732
0.3455548861,0.7201730591,0.1001254349
0.130501932,0.9957852785,0.1379885926
0.1999498254,0.6235861555,0.3129498888
0.3068590585,0.368200093,0.4225786857
0.1795602729,0.8793732539,0.1606402131
0.1926297366,0.9660881242,0.0827548502
0.2299782117,0.8587397568,0.1468500499
0.1673817791,0.6138453475,0.3776378805
0.2125085114,0.8609340553,0.1071180149
0.1943384097,0.9678560836,0.0740177075
0.2173814705,0.9124155301,0.0917647537
0.2173749208,0.6888631131,0.2517822435
0.1856199601,0.9377954941,0.1272592727
0.2454318186,0.8905026588,0.0990003274
0.3291089697,0.7864265247,0.0868987759
0.2282310166,0.8685477606,0.1001883795
0.2468830633,0.8230080385,0.1182438301
0.2574663682,0.6424874124,0.187792569
0.1813812012,0.9550145424,0.1164443786
0.2561073017,0.7897486076,0.149497188
0.1802782725,0.938007095,0.0686504591
0.2238904946,0.8365684857,0.0658892704
0.1723763831,0.948906527,0.1089854214
0.2910822871,0.8175306583,0.0982524274
0.180735308,0.9498799191,0.1007816743
0.2133424945,0.7763714581,0.2107925576
0.1889465825,0.8833624474,0.1053301749
0.2073756368,0.7013368697,0.26698767
0.189227874,0.922508039,0.0828860836
0.1733400042,0.9079613495,0.0695408644
0.1994590051,0.9149863427,0.0748039102
0.1889417397,0.7818940498,0.1397180927
0.2002678324,0.595855507,0.3575802971
0.2432430994,0.5964606039,0.3011159816
0.2209859641,0.8745296892,0.1511907663
0.1897653954,0.8832550494,0.0929060953
0.2246178265,0.8775737613,0.0685877566
0.2066365033,0.6290551414,0.3611895493
0.2655509787,0.8740240712,0.1413612841
0.1921336149,0.8950976906,0.1294308007
0.2208461292,0.8218353596,0.1326931887
0.2182487044,0.9461008057,0.0491866938
0.164042511,0.9685799963,0.1058943375
0.2199461804,0.9178457868,0.1030659036
0.2227510489,0.8501213061,0.1224657666
0.2479839111,0.8690090391,0.1157001675
0.2404635004,0.8290029857,0.1624004065
0.2657401941,0.8652857789,0.1073960151
0.1322511348,1.0110938476,0.0767176502
0.1723296475,0.9630446559,0.0711299886
0.1789348498,0.9520059835,0.1046156789
0.4171274675,0.7438790195,0.0779104819
0.1753351417,0.9017532515,0.1523419651
0.1926186424,0.9034807565,0.1183007681
0.2431446737,0.8145987978,0.1218722281
0.2466830568,0.8755165949,0.1133301925
0.185480958,0.9544380936,0.1327221476
0.2009017224,0.8858933393,0.1029916809
0.282599931,0.7723310006,0.1178501692
0.1996723702,0.8683356054,0.1136571056
0.2139992039,0.8383388134,0.065456092
0.2005699921,0.905593099,0.0911775449
0.1755806431,0.9722245081,0.0790287104
0.2444167884,0.8459372241,0.118675177
0.1729573754,0.8591480375,0.1092734418
0.1606955048,0.990835062,0.1043423056
0.2740450544,0.7348673339,0.154925582
0.1815540401,0.9615530135,0.1207959626
0.4101025269,0.6831319664,0.1431016822
0.1987974452,0.9366406452,0.0922502506
0.200349481,0.9316440344,0.1088169125
0.1931219582,0.9218914231,0.1017496202
0.2788356748,0.830231348,0.0289246739
0.1566127789,0.972148893,0.0750470432
0.2229508121,0.8564593359,0.0567679617
0.2571296268,0.8047546889,0.117770003
0.203770686,0.9412047531,0.1033394047
0.218191642,0.87356065,0.12368696
0.185894855,0.9025729606,0.1107682959
0.2788947562,0.7477954426,0.0571655328
0.1809405998,0.9166014554,0.1110630561
0.3127712415,0.7500229509,0.0948302087
0.202439933,0.877812442,0.0574267818
0.3255037029,0.7977030207,0.1506285105
0.2187347151,0.8410176156,0.0527456408
0.2306916285,0.7601180479,0.1382086366
0.1884780909,0.900662912,0.058667957
0.2141342536,0.7562004779,0.1925375469
0.2567178636,0.8146013139,0.1154002662
0.3434548203,0.7725644093,0.0921070568
0.23411386,0.8580681503,0.098718404
0.2965818574,0.7391259435,0.1516837179
0.2063899645,0.9007900359,0.0345263272
0.2691643843,0.8703579668,0.0860575633
0.3115134196,0.8378153916,0.0830336375
0.1688945828,0.9464473131,0.0863346559
0.1540350382,0.9740849037,0.1014974379
0.1938241374,0.8372920516,0.1096617829
0.2176041071,0.8578139905,0.1066357736
0.2844060767,0.8321434141,0.1206052227
0.2347114811,0.9184057771,0.1109317785
0.2011117726,0.8705960425,0.1609635564
0.1999414204,0.9459113727,0.0916995347
0.2005393706,0.9296136819,0.0420296301
0.2210634398,0.9082116217,0.0939340814
0.2416953646,0.4798299676,0.3909930197
0.315578127,0.5988657025,0.218348384
0.194930965,0.8926716661,0.1106633813
0.244565572,0.7825340979,0.1157983426
0.1786647547,0.9677449885,0.09649681
0.2118628718,0.8939146275,0.0909279279
0.3045698537,0.8249554422,0.0928018394
0.1861251647,0.9170547783,0.0841940991
0.1921408955,0.7532382737,0.2065569107
0.2518048033,0.8287437699,0.1428006819
0.3204041858,0.8101519507,0.1245307225
0.2369792704,0.7289958823,0.234378606
0.1353606641,0.9796126358,0.0871352827
0.3020900468,0.8498216129,0.0935528629
0.2278576122,0.6823763084,0.2776639167
0.3281111691,0.8081188848,0.0672551011
0.1639746193,0.9468380995,0.1308455195
0.2347479306,0.8368915627,0.0994530036
0.2742995964,0.5805518876,0.2758691878
0.1905109794,0.8368673547,0.0990995208
0.1912855442,0.8931329757,0.0735449699
0.193649473,0.9261790835,0.1092022233
0.1840449665,0.926378333,0.0938040125
0.222845915,0.9615109772,0.1177902937
0.3521334385,0.7458630981,0.1193537556
0.2346476185,0.904416379,0.0877503598
0.1433580958,1.0052258449,0.0953967388
0.1640155963,0.9434868362,0.118797924
0.2825974441,0.6754406532,0.1045392155
0.2367672808,0.8727737386,0.1075499444
0.1467065959,0.9706073556,0.1023063891
0.1762090971,0.9269669729,0.1237308536
0.1969260246,0.8876637289,0.0722974286
0.2274911549,0.8404608246,0.070742833
0.2034940317,0.8884768045,0.0941772119
0.2315783869,0.8845622028,0.0940321017
0.1776971185,0.9338552803,0.0735263452
0.3410632058,0.770951306,0.0994900919
0.2239670478,0.9020355079,0.114294619
0.1624259484,0.8734977623,0.1709457108
0.1725846431,0.9560582164,0.1459013287
0.2833523844,0.8729583571,0.0818872648
0.1677594617,0.9556691419,0.147638329
0.1531468428,0.9370146202,0.1725268642
0.2302667007,0.8890331482,0.0747010983
0.223305221,0.8307948749,0.0623859573
0.2584344587,0.8441755265,0.0905754963
0.2127712165,0.8096093496,0.0901816495
0.2352581393,0.8310818978,0.0857062956
0.2672441813,0.5224182239,0.3223891367
0.1582252181,0.8999359298,0.1423488108
0.2111353935,0.7810155384,0.1151840157
0.188177171,0.9242587728,0.1093013929
0.1965258344,0.8696383109,0.1172477444
0.3000345634,0.8031466837,0.1142005415
0.1805353686,0.8999165434,0.0995084587
0.1856319291,0.8882388012,0.0629524715
0.1489888636,0.9980670481,0.0585862561
0.2543250357,0.8040577519,0.0978104163
0.1703432823,0.9147253811,0.0766453825
0.1657104278,0.9340349538,0.0711649298
0.1740389869,0.9738261328,0.0545679254
0.1739500839,0.936558025,0.153452983
0.3194607862,0.7501156955,0.1083612303
0.2461422561,0.8255484877,0.056316546
0.1970992203,0.9271590948,0.098956012
0.1532005404,0.9156139811,0.1388517703
0.2688630714,0.8355357986,0.0793814742
0.2281689026,0.9304175257,0.1186532921
0.2446613899,0.9040957359,0.0668868007
0.2233264408,0.8879109363,0.1961260906
0.2238904513,0.9358894746,0.0870493728
0.147191292,0.9453119569,0.0900360514
0.1336789247,0.9541585427,0.1235091516
0.3071034601,0.8215984708,0.0579782557
0.3122121942,0.8085096696,0.1215542207
0.1961477152,0.8866398188,0.161634491
0.2262509901,0.8876312979,0.1162229329
0.3120974391,0.7755339627,0.1448401472
0.2761486069,0.8479553219,0.1084686665
0.2811501279,0.7395220535,0.1312890059
0.2165452574,0.8554078721,0.1986359976
0.2528444654,0.8612090706,0.0742363813
0.2233289336,0.9094757958,0.1230187815
0.2522853323,0.8294762705,0.1486660177
0.2741949643,0.8841895812,0.0969022396
0.2302231974,0.8841966161,0.0964702948
0.1430909826,0.9809316225,0.1613206716
0.3016035989,0.7656976184,0.1635927744
0.2804466006,0.7682156095,0.1446638979
0.1989812792,0.8654424712,0.1230034766
0.1295440514,0.9823477484,0.1038700453
0.2504786168,0.9217040494,0.078453573
0.2268979057,0.9241333037,0.1049078852
0.2657303857,0.8298064103,0.1528874511
0.1923437547,0.9340075626,0.1735490691
0.2465590719,0.9595920121,0.0369040141
0.256317775,0.8831599483,0.1220216406
0.2454436618,0.8517298954,0.1747896153
0.2618403587,0.9044626745,0.0797863587
0.3072631193,0.7972224002,0.0877087804
0.2248796297,0.9327839743,0.1314394259
0.240638193,0.8876410157,0.0952223125
0.2697094843,0.8248001671,0.1294219116
0.2728381352,0.858867662,0.0721442877
0.1795899859,0.9228546346,0.0704099924
0.1487085262,0.9240276068,0.122998425
0.278559248,0.7893085376,0.0729689283
0.2338684312,0.8596837769,0.1287314706
0.263096998,0.8694015685,0.063477455
0.2144556347,0.908715453,0.0699541999
0.1576406507,0.9427439289,0.0843028707
0.144865396,0.9639215831,0.0813719338
0.1957240388,0.9418975463,0.1499650899
0.2498376323,0.9004548478,0.0939235908
0.1564705566,0.9040422391,0.0513547601
0.2553656447,0.8324459082,0.1232652428
0.2769813067,0.8302836628,0.0682283112
0.2640549145,0.7573520897,0.1707838781
0.2639416549,0.8364074093,0.1093633164
0.2787735922,0.8702766743,0.0823661292
0.2467721623,0.915384845,0.1085573143
0.0843922658,1.0667904232,0.1088379024
0.3521745202,0.7237738017,0.1616547845
0.2378521732,0.8849610988,0.0649702012
0.3000291452,0.7759957212,0.1360890679
0.3333533491,0.9044803918,0.132715704
0.2451611315,0.8496700857,0.1054788863
0.2299497361,0.8926509552,0.0879095067
0.2587425912,0.8138911146,0.1247006923
0.2931205304,0.7855749105,0.0850776694
0.1609767789,0.9984693407,0.1602494388
0.1676095163,0.9111502191,0.0767039329
0.2970820748,0.8748393039,0.0996013368
0.3579512676,0.7698241911,0.1427168262
0.2802976304,0.8481162964,0.1061824047
0.2370002896,0.8231603318,0.2013192549
0.3206577695,0.7500790147,0.127386241
0.3252344354,0.6006530976,0.254975575
0.2606423374,0.8657840622,0.0596295277
0.2252070505,0.8839691708,0.1656042866
0.3656598915,0.5883613818,0.1766928469
0.1992288939,0.8575797305,0.1740951849
0.288721938,0.7868611067,0.1485663954
0.1905321876,0.9753521392,0.0883652765
0.2848234479,0.8536152657,0.1316277847
0.1806001868,0.946980233,0.1471421174
0.2136847818,0.9034199211,0.105838844
0.280011784,0.7250003,0.1853798451
0.2743925747,0.8345757568,0.1530053241
0.1859164488,0.905047339,0.1273187225
0.2870777482,0.8364968796,0.1123492432
0.3415394751,0.8168253556,0.1221397929
0.1244417213,0.9939640311,0.0891967072
0.3648635685,0.7882837251,0.0930449494
0.2203056304,0.8826289203,0.114446896
0.2785280952,0.7868594126,0.1028039413
0.2394347973,0.9077799298,0.1554992302
0.2179361652,0.9035372419,0.1284449892
0.2818506207,0.8659380756,0.1078870621
0.1807976436,1.0145685965,0.0878423468
0.2432662683,0.8681963675,0.0960473552
0.195507532,0.8918884232,0.1116872363
0.7177724219,0.2871679372,0.2237981013
0.2812801573,0.8227279997,0.0623374215
0.2736851424,0.8281319493,0.0596747482
0.2299688068,0.9147331229,0.1458226403
0.1581429216,0.9705720361,0.1385454234
0.1102529565,1.0303072633,0.1540096072
0.7393993394,0.3085048351,0.2453444068
0.1837830834,0.8962234694,0.1012972944
0.1998400268,0.9833322134,0.1192477632
0.2640172402,0.8255835505,0.1401526376
0.2840218296,0.8221402822,0.1552812138
0.2778468822,0.9802728467,0.0718949808
0.1206836771,0.9443420004,0.0348731851
0.0942824656,0.9927536008,0.162674458
0.2417844981,0.8538325802,0.1274815256
0.203127774,0.951299024,0.1268659182
0.29813452,0.9368951297,0.0847465158
0.1975542957,0.8023198262,0.1652285247
0.1158261422,0.9405356712,0.1399291662
0.2309821798,0.8739972029,0.1139042845
0.2540002162,0.8829855835,0.0892117372
0.2750922474,0.8510961134,0.1481736005
0.2506430026,0.8295957026,0.073476774
0.1919684839,0.906559589,0.0802659792
0.2820963961,0.8541081988,0.0917885445
0.2177249264,0.8043821569,0.1210578677
0.2810528897,0.8653929965,0.1505769347
0.1044726487,1.034470711,0.1317518742
0.2697335088,0.850920908,0.0935274068
0.2393410915,0.8945415121,0.1357521929
0.1924343508,0.9106465321,0.1225805052
0.2199070917,0.8768756443,0.127919929
0.1982053063,0.9590223416,0.0460710143
0.2468533145,0.8783404996,0.1170839393
0.1509598875,0.8875487594,0.0886419444
0.2124314682,0.9113715031,0.1243655883
0.147005777,0.9621381772,0.079834055
0.2263346567,0.9102864915,0.0947870148
0.1611436492,0.8363884681,0.2149373187
0.1228869778,1.0092726641,0.0667869463
0.2289274938,0.935565905,0.0898446545
0.1508212778,0.8886879327,0.1278679243
0.2179409816,0.8779761786,0.1438107049
0.2643075223,0.8028937854,0.0803987021
0.1671807514,0.8856218157,0.0924052412
0.2261819797,0.887033478,0.1586604022
0.1655846764,0.9301503188,0.0981513813
0.254687084,0.8257395064,0.1632605614
0.2400343194,0.9371663187,0.131826469
0.1760579153,0.9586605121,0.0559978919
0.263197269,0.8765833894,0.1132606561
0.2061093588,0.9008798086,0.1068035483
0.2976350288,0.8175278786,0.0516922712
0.2760182738,0.9305237785,0.0302618037
0.2264865641,0.9404655431,0.0443848919
0.2956047949,0.8398485628,0.1014272296
0.1497735632,0.9077257839,0.1693392087
0.3004012557,0.8512622958,0.1123336362
0.3132456079,0.7058503758,0.1526778369
0.2736428786,0.8070420063,0.1760565793
0.2296367318,0.8925026999,0.11344544
0.3114320267,0.7616492363,0.1256706651
0.2363551501,0.8414639205,0.1377181406
0.2903910494,0.7732664933,0.0787843135
0.1562343292,0.9313018579,0.1595367464
0.214436166,0.9069591418,0.071632722
0.0715510461,1.0087671207,0.1463669159
0.1994806151,0.9519793342,0.184513656
0.2514853669,0.8773941493,0.0663315889
0.1812742563,0.8312938499,0.0600156485
0.3887621844,0.846495794,0.0942355166
0.1542064133,1.0002943437,0.107054257
0.2033240817,0.8372556762,0.0716189682
0.1077414149,1.0441017429,0.1066217711
0.167036365,0.967722735,0.0854911228
0.240033625,0.9346892804,0.1124460514
0.215654888,0.9557900974,0.0943851967
0.2982573961,0.8141931929,0.0904761973
0.1510237631,0.9597578845,0.2323088911
0.2693577603,0.855022934,0.1195607715
0.2000652694,0.919053157,0.1194078636
0.2909424449,0.8614471513,0.0508670202
0.2228921043,0.9198290667,0.0674929942
0.2307501434,0.9344743128,0.0808180614
0.2065900711,0.982133627,0.1455634134
0.2676286905,0.8844676392,0.1284149932
0.2358567241,0.9060507732,0.1363891373
0.1996265713,0.9449925564,0.1423519971
0.1899720573,0.4712077961,0.4804947824
0.1875289673,0.9909139054,0.0989626841
0.2763454244,0.8254741516,0.1050872596
0.2613755737,0.9149683303,0.0615834873
0.2312304983,0.8983569233,0.0893982317
0.2733426725,0.8118194588,0.0975880992
0.1430650495,0.9793587502,0.1235889996
0.2184087002,0.8645932773,0.1063938231
0.1982728197,0.9333307556,0.1124945636
0.1813908846,0.9480536975,0.0890517104
0.2155551847,0.8144988008,0.1138813322
0.1971268612,0.938661696,0.09264661
0.226948978,0.9205569174,0.1312541768
0.2437664152,0.9037283552,0.0673240529
0.3359706741,0.6799133552,0.1322377848
0.350120567,0.8811462558,0.1357372442
0.232454229,0.8263537765,0.1467710953
0.1179078425,1.0452079022,0.0939672961
0.2016152289,0.9237653481,0.1164972068
0.3016390288,0.8141671066,0.0884053959
0.2631567511,0.875369722,0.0999123169
0.1592679473,0.925888244,0.071644104
0.1838566472,0.9536251133,0.0996483331
0.2975643041,0.8461524046,0.1149261784
0.2008732565,0.9347777394,0.0676021271
0.2698513455,0.8551968938,0.1382441079
0.2370498771,0.8816130847,0.1192131822
0.0916818457,0.9084032478,0.1735763057
0.328022566,0.8571679897,0.0439284229
0.2332670633,0.8827984015,0.0770050369
0.2567938791,0.9136773811,0.0827023382
0.2504592074,0.8622432189,0.0364657446
0.2585963654,0.9059031191,0.0704117503
0.2401692153,0.8808009053,0.0940040384
0.2565291016,0.8819495233,0.0798783443
0.2031144367,0.8495465901,0.1325307863
0.3089390093,0.6752491014,0.2042744865
0.1918628245,0.8516462004,0.2060690855
0.2185504058,0.8984801025,0.1009775144
0.2048826014,0.900032558,0.0914212084
0.3120849456,0.837259594,0.1311337513
0.281290718,0.8791691871,0.1386731505
0.2031189031,0.884563635,0.0357422172
0.2355977825,0.8484870012,0.0696152646
0.1795491161,0.938425899,0.0836542245
0.1869426097,0.8772461832,0.1255245504
0.2671969375,0.847812891,0.1386379104
0.2491617417,0.8792263518,0.1297609194
0.2537416912,0.9792814673,0.0812039597
0.2175087215,0.8757818616,0.1152200391
