"a_y","a_z","a_x"
0.5928621108,0.2064595232,0.387492792
0.6603976792,0.195751019,0.3628800699
0.6062081309,0.2970403661,0.3442556054
0.579527669,0.2191358885,0.3032999305
0.6038530249,0.2258300981,0.3636803952
0.6791202622,0.2173613284,0.3501644737
0.3434628149,0.5626567337,0.217322845
0.5438034523,0.2694174582,0.3361499027
0.6319233329,0.2012723984,0.3595132943
0.6227722533,0.2039803508,0.3342845036
0.617515264,0.2384776238,0.4006116207
0.5552055729,0.269217517,0.3075617465
0.4537420408,0.3236495591,0.3902385372
0.5850613315,0.2640420556,0.3656765489
0.6437399919,0.2231936062,0.3379480028
0.5828242748,0.290871667,0.3395124763
0.5728005916,0.2369040868,0.3525566556
0.5647696336,0.2733112877,0.3743914342
0.5969968887,0.2525303893,0.3348063934
0.5762234314,0.2649010309,0.3720845822
0.6587215298,0.2454052767,0.3122634218
0.5987460865,0.2276007526,0.3189012364
0.4865464271,0.3299190732,0.3982152763
0.6037854004,0.239942758,0.3276403647
0.5889682615,0.181683492,0.4293580098
0.6275162801,0.2018917373,0.3720945962
0.5279793597,0.304962932,0.3391811924
0.5840713326,0.2349276076,0.4277863767
0.6117459807,0.2598428664,0.3337937219
0.5545218187,0.2335537585,0.4193372969
0.7595392115,0.1647707237,0.336846355
0.6098585013,0.2300496222,0.3805326635
0.5846913666,0.2239797495,0.3566531888
0.7257507456,0.2363009371,0.2983272323
0.6027926667,0.2503525453,0.3486407064
0.598187429,0.3052657999,0.2958237066
0.5785774591,0.2313605779,0.3903869004
0.5577765318,0.2194206404,0.4051344103
0.3463686066,0.4878128897,0.2996087879
0.5679375348,0.2627392145,0.269162235
0.5755945571,0.2293243694,0.3482167801
0.6987055695,0.2366617439,0.3148271189
0.6408639526,0.2478144836,0.3082010644
0.5343315776,0.2840995521,0.3625320434
0.5744997184,0.2607710538,0.3724807934
0.5201682065,0.250529922,0.3447432868
0.4211155259,0.4200700342,0.2852813688
0.6079101721,0.2101907915,0.3381340574
0.6427017862,0.2105196666,0.3377511121
0.5164255806,0.3447567792,0.3504774007
0.6510498248,0.2410096073,0.3264509945
0.6629233376,0.2190996621,0.3327165308
0.5784567102,0.2028123148,0.3258531612
0.6657761454,0.2386422506,0.2549380963
0.6200490001,0.2600007477,0.2737281005
0.6348025321,0.309792232,0.2257778374
0.7207853325,0.188759393,0.3157844885
0.5961301583,0.1897866297,0.3893530273
0.5240263621,0.2898836387,0.3311587845
0.6396671558,0.2756632081,0.2519355688
0.601568806,0.2453661122,0.3872354749
0.6241579366,0.1926025974,0.3031491392
0.6870256748,0.1623301162,0.062767025
0.6473710717,0.1809302699,0.4036633432
0.4892771058,0.3322341872,0.4097870831
0.631850204,0.2544473379,0.3559652036
0.6348090126,0.2015094153,0.3529031551
0.5641244202,0.2664960619,0.3490922761
0.6441982147,0.2192250558,0.3917319592
0.5569075296,0.2644948147,0.4114679125
0.649357689,0.2676054073,0.3131324123
0.6146681105,0.2353421389,0.364281491
0.515249234,0.2963532789,0.3990871858
0.6424678155,0.2526591131,0.3074370502
0.6064714697,0.2148281684,0.3515293787
0.6710698557,0.2243541602,0.3305188114
0.5418013131,0.2578517243,0.4561797414
0.5607376751,0.2708063441,0.2795453251
0.6562033415,0.1991906863,0.3091402289
0.5466484326,0.3144971485,0.3146719429
0.5187594156,0.3377642674,0.3409147841
0.6442943896,0.1907269552,0.3905419273
0.6115630451,0.2264781132,0.3893695712
0.6579293837,0.1664000126,0.3920243665
0.4997294401,0.4137305964,0.3172745248
0.5908941264,0.3442927245,0.2593225078
0.6613340121,0.2188914748,0.3243150748
0.5334187223,0.2738332861,0.3735207194
0.6706471701,0.2143862007,0.2265496456
0.4823922636,0.2947031653,0.3243655009
0.3927087348,0.3833353949,0.4311934542
0.667181697,0.2391004638,0.2899554976
0.5862063593,0.2128069953,0.402655498
0.5422459194,0.2500785407,0.3721105586
0.4700343364,0.3459436076,0.3647470442
0.4822994355,0.3906040819,0.3042912658
0.6056810492,0.2739727475,0.2613762285
0.5116697659,0.2523870707,0.3988427672
0.5222703921,0.2874393325,0.4118777704
0.5992844989,0.2478889171,0.270047671
0.5078611222,0.3220404796,0.4221296758
0.6411786761,0.2780598311,0.1395897299
0.6615453006,0.1924930884,0.3144376328
0.5779518079,0.2347670669,0.3779030102
0.723881743,0.2073089081,0.3523657331
0.658740838,0.2231864971,0.3134971531
0.677838224,0.2066537601,0.3715881348
0.6446076163,0.1667482509,0.3128476963
0.6371987372,0.2602866312,0.2690496262
0.64256776,0.1726349752,0.463956333
0.5108637235,0.2869232915,0.3456690712
0.5826803986,0.2159686952,0.3236213823
0.6174129206,0.2115713727,0.3472696613
0.6532983945,0.2551352048,0.3340908122
0.5954295049,0.2370806267,0.3717515048
0.5103810412,0.3013185499,0.3540093793
0.5482561467,0.2704459521,0.3639782529
0.5673925774,0.2515963549,0.3940878548
0.5973367521,0.1649176194,0.3960560688
0.583679861,0.2140811208,0.4287859103
0.5681905266,0.2721305694,0.3159764901
0.6170732445,0.3442666617,0.2696170089
0.5871139961,0.2179781586,0.3667029505
0.4436141474,0.3038069887,0.3504146827
0.5971822026,0.2800214592,0.3584105858
0.5146959326,0.2953978899,0.2836326835
0.5367677988,0.3011642261,0.3116825155
0.5569129912,0.2743395985,0.3645553509
0.6423637406,0.1983552448,0.4109025686
0.4997620202,0.3044820703,0.3777822252
0.6801061745,0.2474819892,0.2843948291
0.5900906796,0.245185565,0.3713596455
0.6562519146,0.2625625959,0.2722571264
0.6196745118,0.1757690246,0.3999428944
0.5658939982,0.198217248,0.3952976308
0.590537638,0.26227648,0.3238328638
0.550008708,0.2570672609,0.2898423901
0.4740277899,0.3233554015,0.4251103508
0.6693305118,0.1451165286,0.40278809
0.5464575214,0.2963565513,0.3331249633
0.4923418715,0.3864703952,0.2698072369
0.6750716394,0.2105378664,0.3492283932
0.5916271439,0.2900400462,0.2700636068
0.6132389072,0.1760681904,0.3976459507
0.5589778183,0.2117824536,0.3923009896
0.671369556,0.1820496015,0.3961330154
0.659230297,0.2443913292,0.2940516398
0.5296199505,0.285722927,0.2959860456
0.5107968483,0.2987462826,0.297546203
0.6913825898,0.190190695,0.3774978082
0.5675910295,0.2223407115,0.3867323112
0.537525654,0.2784638776,0.3900769754
0.6893458129,0.1547610255,0.3715043127
0.496924147,0.3466142527,0.3978005848
0.5592731017,0.2977119972,0.3154209503
0.5674928365,0.2782545031,0.3568879983
0.5474106109,0.2275303086,0.3916060529
0.5868592347,0.2655269109,0.2803118043
0.5689504233,0.1846077097,0.4562768739
0.641382518,0.2080182355,0.3755514837
0.5210245359,0.305815969,0.3326827172
0.6885392927,0.1249626486,0.3843726879
0.6503268323,0.2203855475,0.3000704437
0.3794506759,0.5070265862,0.2605588554
0.6317115926,0.1479105995,0.3986223013
0.5868139258,0.22449012,0.3146830861
0.5993938911,0.2584318234,0.2853613905
0.6051534378,0.2255950987,0.3551783502
0.4368770092,0.4079884209,0.3813156377
0.5785246663,0.2237687567,0.4490364582
0.5854462452,0.2323230283,0.3665967314
0.6363317569,0.2669219423,0.2928921084
0.6133269964,0.2323924371,0.3484198732
0.6730948615,0.1774521689,0.3372427224
0.6214011735,0.1849957449,0.3795197358
0.5519340361,0.310126189,0.2646630716
0.6134975091,0.2901605583,0.3098173761
0.71363586,0.1648947876,0.336973805
0.5845749053,0.2456069612,0.3463726593
0.5368041452,0.2419216601,0.4050613498
0.6246519576,0.2441703695,0.3842033316
0.6276746897,0.2043672504,0.3117615765
0.5671875251,0.2158101399,0.3746659678
0.610580433,0.1998710484,0.3981569952
0.6680452574,0.2210097632,0.3611297968
0.6705527156,0.1290716556,0.4505839701
0.5652755671,0.2173923201,0.3811868259
0.5773862071,0.2603629485,0.3332974661
0.7069142236,0.1747948204,0.3163266154
0.5801870397,0.2835687734,0.3938902595
0.5965195158,0.2178703991,0.3044475032
0.6697972805,0.1340314465,0.4608566225
0.5969801199,0.2414261931,0.3432108584
0.6872425522,0.1677029303,0.3556970979
0.60993209,0.2591039365,0.2455874357
0.6715858642,0.2051683629,0.2487873581
0.577718749,0.2527157198,0.3335070018
0.6367156316,0.2353486186,0.3144485407
0.670896678,0.1863798207,0.3608727202
0.6005134415,0.2067989422,0.3923364719
0.6561942052,0.1544664945,0.3491520295
0.3944175912,0.4295140363,0.4036422315
0.7353750234,0.2150195443,0.3025614278
0.4672796287,0.3267559886,0.4650451383
0.6354890729,0.2410631963,0.287703323
0.5312137942,0.3416946349,0.3014297437
0.7015261748,0.2415226815,0.2649538089
0.6636709932,0.2214403869,0.3144660762
0.6399292437,0.2222209711,0.3161443605
0.584232626,0.2349161616,0.3900593753
0.4889137035,0.2455077732,0.4615303914
0.6123521545,0.2458963669,0.2315407818
0.4502765502,0.3897265222,0.3703749551
0.5371161406,0.2869474132,0.3625659672
0.6497883692,0.1589110938,0.4521060359
0.5994294579,0.2445035618,0.4099492024
0.6361488426,0.2381003378,0.2862538338
0.5226054121,0.2527224559,0.4037073685
0.5838011699,0.2193905574,0.3969195789
0.6114471181,0.2878866468,0.3116657405
0.579344319,0.2530980231,0.3672882205
0.3711674538,0.4653158755,0.400680034
0.6473757595,0.1881733155,0.319826764
0.4994105602,0.3722108935,0.3735557169
0.5788707059,0.2430139255,0.2819959175
0.5245549696,0.2620624975,0.4084039657
0.5884108214,0.2656763064,0.3962502593
0.523965431,0.2755234438,0.3725726087
0.5615116778,0.2184967322,0.3799577422
0.5901700551,0.2537695255,0.3439873081
0.6490814213,0.1920292494,0.2962119188
0.5421772756,0.2602857198,0.2581253094
0.64473464,0.1277963157,0.3213862232
0.6466477598,0.2035118047,0.3848479691
0.6230052937,0.1372125146,0.3720283679
0.6204856815,0.2451688118,0.3258872161
0.5976362422,0.2722486199,0.2943487811
0.7076255908,0.1934052434,0.2316008165
0.5610007289,0.25867651,0.3223781489
0.5852327564,0.2597961073,0.4268523685
0.6348328309,0.2347184234,0.2791703154
0.6210252966,0.2005313495,0.3508866986
0.4580827183,0.3754465762,0.3829968978
0.6808523719,0.1606831326,0.2693118615
0.6509761314,0.2223310885,0.2629904055
0.6379345946,0.1895160051,0.3654518682
0.4757987691,0.2142195101,0.5227373068
0.6764398433,0.2208840361,0.317140521
0.5010759553,0.3322750668,0.2533134916
0.673241264,0.2203015483,0.21281925
0.5878636615,0.1984029931,0.4119170025
0.6207314201,0.2248023402,0.3340697346
0.4434447177,0.4207618492,0.2284182001
0.5695686408,0.2534876674,0.3375508952
0.5992538071,0.2684792252,0.3009642549
0.6676886248,0.1663990531,0.3582259586
0.5963233943,0.2433914185,0.4092886381
0.5833636405,0.2468636101,0.407088417
0.5527724468,0.311600935,0.2828693914
0.668466544,0.2028032404,0.354329019
0.5972755531,0.1925519092,0.4364653286
0.6581197915,0.2214006162,0.2540739098
0.5688823098,0.2119438454,0.3705433891
0.6607452733,0.1582102908,0.4489124387
0.6945125079,0.2050262053,0.3153069704
0.7091178974,0.212446062,0.3482920594
0.4938276865,0.3577463923,0.3813955465
0.6806521146,0.1855007802,0.3503219249
0.5472481894,0.3069323512,0.2817637492
0.5372134274,0.2313503823,0.3790746236
0.5830759218,0.2978863696,0.2977158853
0.6097564383,0.2196403454,0.4154758921
0.5995660293,0.2241422191,0.2747002521
0.6880742477,0.2047295763,0.298394645
0.5436769885,0.3144636352,0.2947359649
0.6386911809,0.2485679066,0.3123666052
0.6391468951,0.2651728819,0.215852852
0.6731617358,0.2012180968,0.3078840697
0.617846935,0.2218839922,0.3548159307
0.6211199344,0.1959914101,0.3134472052
0.6672415281,0.2439580545,0.2969920113
0.6523404875,0.2363747487,0.3555096792
0.5723491874,0.1990311356,0.3914312803
0.2409504348,0.649757477,0.3690623427
0.6550039204,0.1997352622,0.3119563633
0.6430267917,0.1940178013,0.400547094
0.6111513492,0.2432265295,0.3367179325
0.6066598027,0.2118064774,0.4256190051
0.5613056749,0.2349250756,0.3935909393
0.5912699162,0.2523916854,0.357430769
0.5234741357,0.2223974446,0.3099786855
0.557153879,0.2938801474,0.3723410779
0.6544979972,0.2127271396,0.3660698757
0.6506855421,0.2572031281,0.324484496
0.6242764716,0.1857841459,0.4063446899
0.666332175,0.2819466481,0.2160015173
0.6855755921,0.2050203668,0.2074941714
0.5652499239,0.2368796336,0.3165624543
0.6775336366,0.179445198,0.2849655676
0.5647175447,0.1994782303,0.3916507577
0.6441613696,0.1824059093,0.3267866412
0.6860626395,0.1290505696,0.3856942956
0.6792152308,0.2065179191,0.3200756755
0.5951793944,0.2107013457,0.3615082482
0.6351867676,0.2178948217,0.3029623097
0.6737209397,0.1625265977,0.2889793707
0.5651396366,0.246225224,0.3843409968
0.5426448099,0.2914223302,0.3350212362
0.6061259351,0.133400308,0.4562152188
0.5085588155,0.276190502,0.2678679078
0.5688116246,0.3101473245,0.3349607852
0.44610792,0.3640121867,0.3721174595
0.6598934966,0.2274812472,0.3075015413
0.6871666939,0.2156034484,0.2795984497
0.5679849609,0.271189101,0.398309866
0.6243696118,0.1965082382,0.4257609133
0.5748453698,0.2238427155,0.3584274518
0.6621199294,0.2161474602,0.2632515212
0.5869434989,0.2510292402,0.4014703359
0.6894351114,0.325094867,0.3355627502
0.6780670668,0.2476867658,0.3025604594
0.6291794436,0.2476923021,0.253071829
0.6211125149,0.2525028856,0.2886990414
0.5781004009,0.2997181412,0.2865924399
0.7009721091,0.2291783685,0.3093043818
0.5067661935,0.3165853702,0.2799463307
0.5923823497,0.1525739101,0.4525098772
0.5153716784,0.3186922327,0.3212715277
0.5838491398,0.2856422504,0.2712116387
0.5629800512,0.2691626582,0.3223927354
0.5674097735,0.2538205823,0.3976020962
0.5374389783,0.2770624874,0.3395069233
0.4669143282,0.3432151003,0.4047559372
0.6501555991,0.20979396,0.3452271511
0.7055909808,0.2341290729,0.2830025676
0.8060956071,0.206827902,0.3058799515
0.6740873401,0.1918358198,0.345338532
0.5922467238,0.1946580553,0.4678507882
0.6314269353,0.2719935419,0.2746815364
0.6102649007,0.1814534738,0.411058892
0.5356707124,0.2220510154,0.3446190823
0.6697321104,0.2131985621,0.4039594991
0.5856005523,0.2427922651,0.4089214955
0.5537941386,0.2330480171,0.4146631408
0.7242062996,0.1693048807,0.3861969626
0.5930957277,0.2120334434,0.3651691544
0.572372494,0.2876530181,0.3497765515
0.6685361713,0.1833938842,0.34730968
0.6527585131,0.1908550826,0.3726262212
0.6349662383,0.2098958002,0.3667581829
0.6837529512,0.1419263327,0.3579606539
0.6127091378,0.2205767198,0.391950154
0.6496398235,0.1941760112,0.3612367126
0.5974609527,0.1747770315,0.4267027699
0.6594296402,0.1612234678,0.3640874075
0.56412555,0.190979675,0.3719829338
0.6429009909,0.2165375992,0.2893330702
0.5412399471,0.1748435306,0.4230797281
0.6018692428,0.2432614853,0.3697945905
0.5304517797,0.2683840115,0.4610872222
0.6143967515,0.2332835434,0.3632862956
0.5710150302,0.2316914752,0.374334822
0.60428223,0.2410530619,0.3593016656
0.647877033,0.1575637393,0.3956212704
0.7191842559,0.1534887444,0.2617163244
0.5976556675,0.2389888025,0.2811076397
0.5451818888,0.2561473517,0.3816684468
0.5310908677,0.355619044,0.2822635318
0.58113162,0.2367341753,0.2845973547
0.6496758234,0.2075044993,0.2981378778
0.6217760398,0.2268912248,0.2999841898
0.5481548475,0.2487318646,0.4096852051
0.5882385144,0.2285645302,0.31891177
0.5804503642,0.2436592583,0.3668204579
0.5476712913,0.237733492,0.3410421909
0.6282906501,0.1803193188,0.4135910189
0.6620498573,0.232167702,0.3577823729
0.6421489425,0.2414485011,0.353716029
0.5739668313,0.3020933135,0.3098672379
0.6889240247,0.1833839651,0.2737639093
0.4247289259,0.3933183226,0.3794098696
0.5923321322,0.2155036127,0.3685161148
0.6264428049,0.2440750856,0.2522194935
0.544033647,0.3685193646,0.3267002952
0.6564130079,0.183673519,0.3885415301
0.6849647095,0.1222147894,0.3774217174
0.565768002,0.2679235604,0.3167487756
0.6368351754,0.2303418133,0.3112357268
0.6761035833,0.1382395869,0.2951280926
0.524497836,0.2427638478,0.3959696032
0.5666528028,0.1808329664,0.4436088853
0.5679408282,0.2193280493,0.4562771685
0.5239500251,0.293939262,0.3583701685
0.7245048718,0.173932864,0.2948708512
0.6589424655,0.2095436055,0.2392736251
0.6284014074,0.2617928462,0.3329110752
0.5921963673,0.2399532536,0.2814234966
0.6426180859,0.3038261917,0.2953057436
0.5996636929,0.2335454123,0.4033202333
0.4761301216,0.2956816749,0.4269131105
0.5769193049,0.3014739616,0.3792612894
0.5511596226,0.295192951,0.2733817533
0.6385405135,0.2319560189,0.3283933795
0.6692282349,0.2104023015,0.2845261995
0.4598757693,0.3061107173,0.4835165861
0.6424292632,0.1859863476,0.1812788526
0.5515575974,0.224602113,0.4066803651
0.5384813746,0.1974009242,0.4125367848
0.614782933,0.2203468345,0.3515306027
0.4976218935,0.2102968749,0.4507869009
0.5848248227,0.3386293486,0.347168513
0.6363131617,0.2473359102,0.295602516
0.6568440618,0.2019713569,0.2560912043
0.5259471327,0.231776232,0.4212549634
0.529515946,0.210662264,0.3810538068
0.6106826073,0.1483834489,0.4112855849
0.5821972205,0.2497175256,0.3923413668
0.6585858856,0.2019521164,0.3610859133
0.5730833888,0.2569015408,0.3987703384
0.5918033416,0.2603340949,0.3286057933
0.6512828037,0.2011900855,0.3021149156
0.6160772597,0.2612882729,0.3245196388
0.5088140845,0.2624659329,0.4456399492
0.6543381221,0.1665453716,0.3136021527
0.5099772315,0.351989873,0.3788578329
0.6697943601,0.2091006037,0.3686846597
0.6634964413,0.249356023,0.3487551878
0.729084871,0.2382755948,0.2299744028
0.6524654924,0.278998788,0.2456249578
0.6062586768,0.2167245937,0.3457757696
0.5963039167,0.2296310078,0.3486398802
0.5376561007,0.2304948509,0.4170109003
0.7185787643,0.1922938506,0.2436513074
0.5959543131,0.2763164577,0.2219450369
0.5126220926,0.2426165339,0.4202015614
0.6511769902,0.2119318307,0.2825738697
0.6658912405,0.2318845558,0.3369546536
0.4930935793,0.3182723662,0.3623420914
0.5422479741,0.2238320015,0.3899062869
0.5640323125,0.147719594,0.4956950818
0.5691483811,0.2214667995,0.366896536
0.5590495365,0.3105090378,0.3388029513
0.6113678539,0.2102101123,0.4131776585
0.5374029457,0.3236391799,0.2785390308
0.664571033,0.1862414636,0.4069921986
0.6688035449,0.1830550298,0.3638358332
0.6385163808,0.2050747692,0.3127433693
0.4974190399,0.3100012604,0.3976481637
0.5119241989,0.3121332844,0.4420443726
0.5688584521,0.2506318788,0.2968611231
0.595704003,0.204486793,0.3988817628
0.7348514097,0.2098486401,0.2467017553
0.6564861061,0.1774823711,0.3194708468
0.6412311481,0.2462652737,0.309125025
0.5049924465,0.3292088135,0.3563843217
0.6600909273,0.2251025981,0.3753344675
0.631555118,0.2271162034,0.3991152177
0.6480805648,0.2397622079,0.389518308
0.5967580972,0.249324554,0.3929715451
0.6620394219,0.2028002159,0.3071999902
0.5019518718,0.3283383469,0.4127218249
0.6044981271,0.2290731687,0.3225406951
0.60893135,0.1721039968,0.4760840345
0.6423772152,0.2499349585,0.294057339
0.5267729762,0.3019958342,0.3764807236
0.6157815869,0.2581899472,0.306693453
0.660364813,0.1897805376,0.4407258991
0.5843812525,0.2503664519,0.3790107455
0.5809989252,0.2800738026,0.3093470103
0.5016358739,0.2622638123,0.4149225114
0.6017645233,0.2161701738,0.4629035325
0.5803346159,0.2551704314,0.487586405
0.4830677,0.366145491,0.3687158992
0.5598173682,0.2772671244,0.3876276628
0.6140327766,0.2215669811,0.3727101777
0.6810774861,0.1560576042,0.430264054
0.6244666869,0.2771423933,0.4432537587
0.5885375684,0.2350410018,0.382488087
0.6264032437,0.1914136702,0.3500410729
0.6419423935,0.2603914053,0.3242808542
0.6113676075,0.2111598413,0.4479797728
NA,0.2237495604,0.3424012772
0.6052897055,0.2571947903,0.274663493
0.6129061471,0.2974514191,0.3206622619
0.5982241248,0.2666139863,0.3584045707
0.5942445502,0.2326061811,0.3898188968
0.5931590046,0.2750741655,0.3330065065
0.6471009418,0.1984827867,0.3342312687
0.6091418932,0.2551026343,0.443598079
0.6062650122,0.2438758501,0.3189760784
0.6002605994,0.2420730778,0.3639825148
0.62311544,0.2497673093,0.3182035465
0.5630311257,0.2607641134,0.344129147
0.6435415174,0.2117707161,0.3988444595
0.6323258691,0.215551402,0.3711597081
0.6308733878,0.183261726,0.4087075813
0.6329036323,0.2189989229,0.3413659529
0.5355249491,0.2533789095,0.4168154417
0.6562990688,0.1768606905,0.3621142019
0.5523867229,0.2847622138,0.4196303456
0.5902388346,0.2440779558,0.3215622411
0.6237858664,0.2713858658,0.309081162
0.6142232288,0.1983283888,0.3616811637
0.5991437913,0.254032784,0.4167846542
0.6256904028,0.2227255832,0.4120550996
0.5379532916,0.2349146874,0.4286826682
0.5898615581,0.2592293781,0.3379856759
0.5839306408,0.2222845785,0.4259297601
0.6702219881,0.2623299228,0.3249186451
0.5993260189,0.2697734007,0.2869951046
0.5693149346,0.2744050362,0.4066734298
0.7028716313,0.2086684686,0.3542032132
0.6254324253,0.2569738831,0.3287922547
0.5828326161,0.2674786359,0.3096595509
0.5291701107,0.2704150569,0.3922122343
0.5953049591,0.2348049546,0.3439540992
0.5029437571,0.3353754438,0.359826104
0.5567043858,0.3079794216,0.3254629945
0.5343246286,0.2981213064,0.4131001272
0.626099029,0.2468393101,0.3588629421
0.7015636379,0.2135957237,0.3649912425
0.6616983569,0.2513174665,0.3444011093
0.6067149616,0.2648326278,0.3508080328
0.6004024427,0.2459708471,0.356982028
0.6302414835,0.2312748674,0.3944445043
0.5907482355,0.2751310845,0.3120371355
0.6122204597,0.2547580011,0.3779157697
0.5410592249,0.2536932291,0.3944503706
0.5954633239,0.2769118923,0.3305313453
0.6462945356,0.2497989976,0.3082663558
0.6483035749,0.2816804274,0.3015181928
0.5716711909,0.2597956418,0.3735435412
0.5372031888,0.3224453615,0.3071003548
0.5762400355,0.2650958734,0.4470528271
0.5113329794,0.2875839443,0.4244870057
0.6324451904,0.2615312002,0.2967072175
0.6722236509,0.2127814295,0.3819291056
0.6414670006,0.1973726336,0.3989081006
0.6677518485,0.2270467356,0.3542184609
0.6174277424,0.2711048052,0.3417805509
0.6450569313,0.1810463025,0.4014282564
0.5881847248,0.3093098161,0.3351766568
0.4906558151,0.2995410826,0.3360939397
0.6414200149,0.2825214263,0.2523545696
0.6666986506,0.1937787727,0.4086049096
0.6914888951,0.2278412097,0.3197942827
0.6474280341,0.2876094943,0.3077904854
0.6965124571,0.2174916827,0.3534498149
0.493486765,0.2524749143,0.4231769773
0.4877521986,0.2562281614,0.4048264934
0.7288412988,0.3035540782,0.1440366498
0.6518502685,0.1992401534,0.430875318
0.5747315741,0.2617159009,0.3913539185
0.6073169128,0.2842624407,0.3503406221
0.609165472,0.2718048025,0.3285233561
0.6323115273,0.2345194973,0.3206536607
0.7475395545,0.3503995234,0.2266381433
0.52583212,0.2258870423,0.4195767227
0.6040271196,0.2800722866,0.3926096496
0.6355984939,0.2613613863,0.35142006
0.5899161325,0.241888184,0.4039641148
0.596033802,0.2563925744,0.3586797943
0.6147243715,0.2465999344,0.3527041786
0.6349576952,0.2395078249,0.3730245946
0.6373458458,0.2402925511,0.3976685742
0.6326014628,0.2401317881,0.3478694223
0.7342075757,0.2094901398,0.3148242575
0.5724987753,0.2332982103,0.4265165352
0.5843522972,0.2816931906,0.3580868806
0.5911594797,0.2926400742,0.3132340948
0.6028434238,0.2463680944,0.4280029109
0.4548833202,0.3242541847,0.3982844078
0.6286035754,0.2373378821,0.3403526808
0.5982403442,0.2739605827,0.3430012893
0.7052803294,0.2144572542,0.3628566703
0.6843199196,0.204276116,0.3357649332
0.6224637718,0.2227987152,0.3969255991
0.5075901397,0.3427027738,0.4132609371
0.6441384738,0.2398879167,0.3586761734
0.6776795415,0.1996891871,0.3692645263
0.6130166565,0.2435632831,0.3479113081
0.5882802144,0.278237744,0.3143400987
0.5964582269,0.2918171906,0.3205645916
0.5328195011,0.2872214481,0.4057581345
0.6703876276,0.2086182462,0.3382074971
0.6562436702,0.2068739301,0.3880374618
0.6734461076,0.2114540849,0.4245238292
0.6236254124,0.2642324356,0.3728751739
0.6202515738,0.2002532365,0.345496131
0.6254896329,0.2175260784,0.414968453
0.6587332908,0.201098421,0.4347475578
0.6749702282,0.2126285086,0.3095167876
0.4963443247,0.3334480592,0.4110876757
0.5709563218,0.2618599653,0.3406529672
0.5624826398,0.1977549269,0.3900729421
0.5673219281,0.268154058,0.4299026185
0.6408115676,0.2343262871,0.2854334356
0.56323123,0.2236816862,0.446700403
0.5432377465,0.3068174966,0.3637580762
0.6482393672,0.223174696,0.4054138611
0.6911274296,0.2384877053,0.3505329327
0.6113877544,0.2466626353,0.402414445
0.6236050496,0.2806743666,0.3258977784
0.680610869,0.1915994546,0.3571241136
0.6555422097,0.2342571614,0.4299017747
0.6742107649,0.200539623,0.3020194475
0.6381299578,0.2252075748,0.3185589715
0.6604489908,0.2077648636,0.3325928538
0.6597852434,0.2261429952,0.2813802276
0.6648925061,0.2298028686,0.2686725327
0.5953206523,0.2344300945,0.3773014637
0.614401553,0.2365120443,0.3671422881
0.6739218876,0.2857509515,0.220882656
0.5586854151,0.2691361531,0.3911077702
0.6827606416,0.1631135349,0.388531145
0.5377831831,0.1833157614,0.5106433898
0.4857563567,0.2574953379,0.482213352
0.6514202487,0.2356575358,0.3316193148
0.6753974584,0.2351594723,0.4028485132
0.5528622047,0.1848777706,0.5194677547
0.6287307095,0.2313640028,0.3337026195
0.6035075607,0.2632505255,0.3378075617
0.6321387793,0.1727970975,0.3534848695
0.6258387942,0.2063305575,0.3471391957
0.5892240953,0.2300087575,0.3625900549
0.636807659,0.2691172273,0.3422229308
0.6170092412,0.2628804133,0.3294667754
0.6475543786,0.2152723481,0.3137978378
0.6159203314,0.2659831833,0.2911910049
0.5974810297,0.2331003731,0.3424079959
0.513060562,0.3277017513,0.3411151525
0.6568320181,0.2481281008,0.3065366052
0.6214661454,0.2481174102,0.3379686797
0.6380117244,0.2450136794,0.3980903376
0.5748254297,0.2838543116,0.3366009038
0.6350094664,0.2259116984,0.3863934633
0.5824810679,0.2764222464,0.3413677652
0.6043210747,0.2285387969,0.4675260978
0.5599499683,0.2507113783,0.3439144607
0.5705946377,0.3229749898,0.2773102075
0.6735383749,0.1997492633,0.3835716463
0.6642797891,0.2878859967,0.2457904692
0.6594709384,0.2157894884,0.3438341647
0.5546817865,0.2716229808,0.3071937406
0.6331676284,0.2263861384,0.3338919702
0.4919186736,0.3256150088,0.3466393165
0.680984397,0.1956703881,0.3991531949
0.3445528011,0.5332299668,0.3850916286
0.6001714837,0.2594276563,0.378353345
0.6405963775,0.2345883142,0.3302963938
0.589387996,0.2895811563,0.3319731821
0.7120425563,0.2086335594,0.3638267544
0.6246733432,0.261993623,0.3509928889
0.6693854103,0.2252817405,0.2988409694
0.6055908558,0.3047052967,0.3661737522
0.5326559868,0.2958996005,0.4052578475
0.6520477117,0.1904617543,0.3875483612
0.5533108492,0.2400204445,0.3996603895
0.6915624361,0.1928708706,0.435705448
0.5240508946,0.187567859,0.4618466673
0.5824441436,0.1963446294,0.3858073044
0.5838164916,0.2528381581,0.3665632284
0.5065766455,0.330884518,0.3853152891
0.6353933263,0.2195234058,0.3296576277
0.5639374644,0.2964423598,0.3776960701
0.5745548729,0.1666985674,0.4862618929
0.6720781293,0.2510732923,0.308554958
0.6086060898,0.2313448945,0.428685441
0.6299166124,0.2410479185,0.3452562505
0.5263346193,0.2701677793,0.4429589805
0.6587194091,0.233694458,0.3403727823
0.5570805311,0.2616194299,0.4223032492
0.5945201369,0.2497109504,0.4637154289
0.5167093864,0.2910096323,0.3770834318
0.5779178686,0.2383388136,0.3814045026
